"","번호","발생시각","규모","깊이(km)","위도","경도","행정구역","시군구"
"1082",119,1985-04-20 21:36:29,3.4,NA,"41.60 N","127.00 E","북한"," 자강도 중강 남남동쪽 22km 지역"
"1083",118,1985-04-12 21:11:16,2.2,NA,"-","-","서울"," 북방 약 220km 지역"
"1084",117,1985-04-08 12:47:04,2.2,NA,"-","-","서울"," 북방 약 117km 지역"
"1085",116,1985-04-04 12:27:00,2,NA,"-","-","경기","만 해역"
"1086",115,1985-03-22 16:01:06,2.7,NA,"38.40 N","125.10 E","북한"," 황해남도 장연 북쪽 17km 지역"
"1087",114,1985-01-22 22:50:13,2.1,NA,"-","-","서울"," 북방 약 85km 지역"
"1088",113,1985-01-15 09:59:24,3.4,NA,"34.70 N","130.00 E","부산"," 해운대구 남동쪽 92km 해역"
"1089",112,1985-01-14 12:44:54,4.2,NA,"34.60 N","129.90 E","부산"," 해운대구 남동쪽 91km 해역"
"1090",111,1984-11-16 08:50:06,2.6,NA,"39.90 N","125.90 E","북한"," 평안북도 영변 북동쪽 13km 지역"
"1091",110,1984-11-09 21:29:42,2.4,NA,"35.80 N","128.50 E","대구"," 달성군 서남서쪽 6km 지역"
"1092",109,1984-10-10 16:30:48,2.9,NA,"38.90 N","125.90 E","북한"," 평양 남동쪽 19km 지역"
"1093",108,1984-08-05 07:35:25,2.8,NA,"37.20 N","125.00 E","인천"," 옹진군 연평도 남서쪽 81km 해역"
"1094",107,1984-07-19 13:57:07,3.9,NA,"36.00 N","125.20 E","전북"," 군산시 어청도 서남서쪽 70km 해역"
"1095",106,1984-06-25 23:53:06,2.2,NA,"37.00 N","126.80 E","경기"," 평택시 서쪽 28km 지역"
"1096",105,1984-05-14 11:39:44,2.6,NA,"35.20 N","126.70 E","광주"," 광산구 북서쪽 11km 지역"
"1097",104,1984-05-11 15:00:43,3.2,NA,"38.60 N","125.10 E","북한"," 남포 서남서쪽 35km 지역"
"1098",103,1984-05-04 22:05:51,2.6,NA,"35.10 N","126.70 E","전남"," 나주시 북쪽 10km 지역"
"1099",102,1984-05-04 22:04:29,2.5,NA,"35.10 N","126.60 E","전남"," 함평군 동북동쪽 8km 지역"
"1100",101,1984-04-30 11:59:15,3.1,NA,"39.30 N","125.70 E","북한"," 평안남도 평성 서북서쪽 15km 지역"
"1101",100,1984-04-10 01:56:02,2.2,NA,"36.10 N","128.20 E","경북"," 김천시 동남동쪽 10km 지역"
"1102",99,1984-03-30 13:30:51,2.6,NA,"39.10 N","125.90 E","북한"," 평안남도 평성 남남동쪽 16km 지역"
"1103",98,1984-03-21 00:15:09,3.2,NA,"36.80 N","126.60 E","충남"," 서산시 동쪽 13km 지역"
"1104",97,1984-03-17 13:00:49,3,NA,"39.50 N","126.10 E","북한"," 평안남도 개천 남동쪽 28km 지역"
"1105",96,1984-02-13 11:31:26,3.2,NA,"37.00 N","125.50 E","충남"," 태안군 서격렬비열도 북쪽 45km 해역"
"1106",95,1984-01-30 13:21:17,2.4,NA,"39.60 N","126.20 E","북한"," 평안남도 덕천 남남서쪽 19km 지역"
"1107",94,1984-01-28 13:30:17,2.9,NA,"37.10 N","124.60 E","인천"," 백령도 남쪽 95km 해역"
"1108",93,1984-01-13 17:06:36,3,NA,"37.40 N","129.50 E","강원"," 삼척시 동쪽 30km 해역"
"1109",92,1983-12-23 22:40:16,3,NA,"36.50 N","128.10 E","경북"," 상주시 북북서쪽 12km 지역"
"1110",91,1983-12-21 20:10:55,2.3,NA,"38.20 N","126.10 E","북한"," 황해북도 평산 서남서쪽 29km 지역"
"1111",90,1983-12-08 03:04:01,2.5,NA,"36.90 N","125.60 E","충남"," 태안군 서격렬비열도 북쪽 34km 해역"
"1112",89,1983-10-11 13:47:22,3.5,NA,"38.80 N","125.70 E","북한"," 황해북도 송림 북동쪽 9km 지역"
"1113",88,1983-10-08 13:58:46,3.3,NA,"39.60 N","126.10 E","북한"," 평안남도 개천 동남동쪽 20km 지역"
"1114",87,1983-09-27 13:07:51,2.9,NA,"38.90 N","124.90 E","북한"," 남포 서북서쪽 50km 해역"
"1115",86,1983-09-17 12:17:43,4.2,NA,"38.30 N","126.10 E","북한"," 황해북도 평산 서쪽 26km 지역"
"1116",85,1983-08-21 05:13:18,3.5,NA,"36.40 N","126.00 E","전북"," 군산시 어청도 북쪽 31km 해역"
"1117",84,1983-08-09 13:00:18,2.8,NA,"39.50 N","125.90 E","북한"," 평안남도 개천 남쪽 22km 지역"
"1118",83,1983-07-27 00:25:23,3.1,NA,"-","-","서울"," 북방 약 150km 지역"
"1119",82,1983-06-21 00:52:18,3,NA,"36.80 N","127.50 E","충북"," 진천군 남동쪽 8km 지역"
"1120",81,1983-06-08 21:25:22,3.4,NA,"36.80 N","127.80 E","충북"," 괴산군 남동쪽 2km 지역"
"1121",80,1983-05-09 18:59:40,3.2,NA,"38.90 N","126.30 E","북한"," 평안남도 성천 남남동쪽 39km 지역"
"1122",79,1983-04-30 14:06:02,2.5,NA,"-","-","서울"," 북방 약 160km 지역"
"1123",78,1983-03-07 12:53:49,2.9,NA,"-","-","서울"," 북방 약 125km 지역"
"1124",77,1983-02-28 16:36:52,2.6,NA,"37.70 N","126.10 E","인천"," 강화군 서쪽 35km 해역"
"1125",76,1983-02-21 18:11:05,2.8,NA,"-","-","서울"," 북방 약 110km 지역"
"1126",75,1983-02-11 04:53:20,2.6,NA,"38.60 N","126.50 E","북한"," 황해북도 신계 북북서쪽 12km 지역"
"1127",74,1983-02-08 20:57:13,2.9,NA,"38.00 N","124.90 E","인천"," 백령도 동북동쪽 20km 해역"
"1128",73,1983-01-11 01:15:00,3.4,NA,"38.70 N","125.60 E","북한"," 황해북도 송림 남서쪽 5km 지역"
"1129",72,1982-10-11 17:32:25,3.1,NA,"36.40 N","129.60 E","경북"," 영덕군 동쪽 21km 해역"
"1130",71,1982-08-31 20:49:47,3.2,NA,"37.10 N","126.00 E","인천"," 옹진군 덕적도 남서쪽 18km 해역"
"1131",70,1982-08-29 15:34:01,3.5,NA,"37.10 N","126.00 E","인천"," 옹진군 덕적도 남서쪽 18km 해역"
"1132",69,1982-08-29 15:29:13,3.3,NA,"37.10 N","125.90 E","인천"," 옹진군 덕적도 서남서쪽 25km 해역"
"1133",68,1982-08-29 03:18:40,4,NA,"37.20 N","125.90 E","인천"," 옹진군 덕적도 서쪽 22km 해역"
"1134",67,1982-05-27 19:21:04,3.5,NA,"38.60 N","125.80 E","북한"," 황해북도 사리원 북북동쪽 11km 지역"
"1135",66,1982-03-30 06:13:05,3,NA,"36.40 N","127.60 E","충북"," 옥천군 북북동쪽 11km 지역"
"1136",65,1982-03-28 01:04:32,3.6,NA,"37.60 N","125.30 E","인천"," 옹진군 연평도 서남서쪽 36km 해역"
"1137",64,1982-03-01 00:28:02,4.7,NA,"37.20 N","129.80 E","경북"," 울진군 동북동쪽 42km 해역"
"1138",63,1982-02-25 19:14:28,3.4,NA,"38.80 N","125.70 E","북한"," 황해북도 송림 북동쪽 9km 지역"
"1139",62,1982-02-24 23:27:20,2.6,NA,"36.10 N","127.50 E","충남"," 금산군 남동쪽 1km 지역"
"1140",61,1982-02-14 23:37:32,4.5,NA,"38.30 N","125.70 E","북한"," 황해북도 사리원 남남서쪽 24km 지역"
"1141",60,1982-02-12 06:48:43,2.7,NA,"34.50 N","128.20 E","경남"," 통영시 남남서쪽 45km 해역"
"1142",59,1981-12-03 12:25:07,3,NA,"38.90 N","125.90 E","북한"," 평양 남동쪽 19km 지역"
"1143",58,1981-10-10 00:17:12,2.6,NA,"37.30 N","128.70 E","강원"," 정선군 남남동쪽 9km 지역"
"1144",57,1981-09-25 03:18:33,3.4,NA,"39.70 N","125.50 E","북한"," 평안남도 안주 북서쪽 17km 지역"
"1145",56,1981-09-23 08:13:37,3.5,NA,"36.90 N","126.30 E","충남"," 태안군 북쪽 17km 지역"
"1146",55,1981-09-06 12:59:10,2.6,NA,"39.60 N","126.60 E","북한"," 함경남도 요덕 서남서쪽 22km 지역"
"1147",54,1981-08-27 21:35:30,3.5,NA,"35.80 N","129.80 E","경북"," 포항시 남구 동남동쪽 46km 해역"
"1148",53,1981-06-14 20:57:59,2.8,NA,"37.80 N","125.70 E","북한"," 황해남도 해주 남쪽 27km 해역"
"1149",52,1981-06-10 12:59:16,3,NA,"39.50 N","125.80 E","북한"," 평안남도 안주 남동쪽 17km 지역"
"1150",51,1981-05-21 18:09:32,3,NA,"38.70 N","126.10 E","북한"," 황해북도 사리원 북동쪽 37km 지역"
"1151",50,1981-05-19 13:59:36,2.8,NA,"39.40 N","125.60 E","북한"," 평안남도 안주 남남서쪽 24km 지역"
"1152",49,1981-04-15 11:47:00,4.8,NA,"35.90 N","130.10 E","경북"," 포항시 남구 동쪽 67km 해역"
"1153",48,1981-04-06 18:42:38,3.7,NA,"38.90 N","125.40 E","북한"," 남포 북북서쪽 17km 지역"
"1154",47,1981-04-03 18:39:44,2.6,NA,"36.00 N","128.90 E","경북"," 영천시 북서쪽 5km 지역"
"1155",46,1981-03-10 15:24:39,3,NA,"38.90 N","125.70 E","북한"," 평양 남남서쪽 14km 지역"
"1156",45,1981-01-02 19:08:48,3.5,NA,"39.70 N","124.80 E","북한"," 평안북도 철산 동남동쪽 14km 해역"
"1157",44,1980-12-29 13:00:06,2.8,NA,"39.80 N","126.40 E","북한"," 평안남도 덕천 동북동쪽 10km 지역"
"1158",43,1980-12-24 21:38:33,2.7,NA,"36.00 N","128.60 E","경북"," 칠곡군 동쪽 18km 지역"
"1159",42,1980-12-23 07:04:25,2.5,NA,"38.20 N","129.40 E","강원"," 강릉시 북동쪽 67km 해역"
"1160",41,1980-12-06 00:08:19,2.8,NA,"38.40 N","126.10 E","북한"," 황해북도 평산 서북서쪽 27km 지역"
"1161",40,1980-12-02 12:13:52,2.4,NA,"-","-","서울"," 북방 약 220km 해역"
"1162",39,1980-12-01 20:46:13,3,NA,"40.70 N","127.20 E","북한"," 함경남도 장진 북쪽 35km 지역"
"1163",38,1980-12-01 13:29:58,3.5,NA,"40.70 N","127.20 E","북한"," 함경남도 장진 북쪽 35km 지역"
"1164",37,1980-11-28 14:27:34,2.7,NA,"38.80 N","125.60 E","북한"," 황해북도 송림 북북서쪽 8km 지역"
"1165",36,1980-11-28 12:59:02,2.6,NA,"39.40 N","125.80 E","북한"," 평안남도 평성 북북서쪽 19km 지역"
"1166",35,1980-09-25 13:00:35,2.6,NA,"39.50 N","126.00 E","북한"," 평안남도 개천 남남동쪽 24km 지역"
"1167",34,1980-08-23 11:24:01,2.5,NA,"37.10 N","125.30 E","충남"," 태안군 서격렬비열도 북북서쪽 59km 해역"
"1168",33,1980-07-26 05:59:29,3.5,NA,"38.80 N","125.70 E","북한"," 황해북도 송림 북동쪽 9km 지역"
"1169",32,1980-06-30 23:00:48,3.6,NA,"34.00 N","126.00 E","전남"," 진도군 남남서쪽 59km 해역"
"1170",31,1980-06-30 13:29:59,2.8,NA,"39.40 N","125.70 E","북한"," 평안남도 평성 북서쪽 23km 지역"
"1171",30,1980-05-15 14:43:29,3.1,NA,"38.30 N","125.70 E","북한"," 황해북도 사리원 남남서쪽 24km 지역"
"1172",29,1980-01-08 08:44:13,5.3,NA,"40.20 N","125.00 E","북한"," 평안북도 삭주 남남서쪽 20km 지역"
"1173",28,1979-12-25 16:55:05,3.2,NA,"38.80 N","126.30 E","북한"," 황해북도 신계 북북서쪽 39km 지역"
"1174",27,1979-12-20 15:07:56,3,NA,"36.20 N","127.30 E","충남"," 논산시 동쪽 18km 지역"
"1175",26,1979-12-19 07:32:54,3.5,NA,"35.40 N","127.50 E","전북"," 남원시 동쪽 10km 지역"
"1176",25,1979-11-19 04:13:37,3.2,NA,"35.90 N","126.10 E","전북"," 군산시 서쪽 56km 해역"
"1177",24,1979-10-27 12:59:41,3.7,NA,"39.50 N","125.70 E","북한"," 평안남도 안주 남남동쪽 13km 지역"
"1178",23,1979-10-10 06:59:48,3.1,NA,"38.90 N","125.70 E","북한"," 평양 남남서쪽 14km 지역"
"1179",22,1979-08-30 00:39:54,3,NA,"38.30 N","127.90 E","강원"," 양구군 북북서쪽 23km 지역"
"1180",21,1979-08-24 08:30:17,3.8,NA,"36.60 N","124.00 E","충남"," 태안군 서격렬비열도 서쪽 137km 해역"
"1181",20,1979-08-18 16:34:04,2.4,NA,"37.00 N","126.40 E","충남"," 서산시 북쪽 25km 지역"
"1182",19,1979-08-14 10:05:05,2.5,NA,"39.50 N","125.80 E","북한"," 평안남도 안주 남동쪽 17km 지역"
"1183",18,1979-08-13 12:12:02,3.5,NA,"36.30 N","128.50 E","경북"," 군위군 북서쪽 10km 지역"
"1184",17,1979-04-24 05:44:27,3,NA,"36.80 N","128.50 E","경북"," 영주시 서쪽 11km 지역"
"1185",16,1979-04-09 08:49:33,3.3,NA,"39.70 N","125.70 E","북한"," 평안남도 안주 북북동쪽 10km 지역"
"1186",15,1979-03-12 11:09:24,3.8,NA,"36.60 N","126.70 E","충남"," 홍성군 동쪽 3km 지역"
"1187",14,1979-02-24 19:00:30,2.9,NA,"36.60 N","126.70 E","충남"," 홍성군 동쪽 3km 지역"
"1188",13,1979-02-24 14:44:07,2.7,NA,"38.30 N","125.10 E","북한"," 황해남도 장연 북쪽 6km 지역"
"1189",12,1979-02-08 08:52:20,4,NA,"36.60 N","126.70 E","충남"," 홍성군 동쪽 3km 지역"
"1190",11,1979-02-04 09:29:18,3.7,NA,"38.40 N","125.70 E","북한"," 황해북도 사리원 남남서쪽 13km 지역"
"1191",10,1979-01-30 00:33:12,3,NA,"36.10 N","128.30 E","경북"," 구미시 서남서쪽 5km 지역"
"1192",9,1979-01-29 10:06:02,3.3,NA,"38.30 N","126.00 E","북한"," 황해북도 사리원 남동쪽 31km 지역"
"1193",8,1979-01-24 00:40:57,3,NA,"35.70 N","126.00 E","전북"," 변산반도 서쪽 약 40km 해역"
"1194",7,1979-01-01 00:11:22,2.9,NA,"36.60 N","126.70 E","충남"," 홍성군 동쪽 3km 지역"
"1195",6,1978-12-12 21:58:38,3.3,NA,"35.90 N","126.30 E","전북"," 군산시 서남서쪽 38km 해역"
"1196",5,1978-12-04 15:16:16,2.8,NA,"37.40 N","128.70 E","강원"," 정선군 북동쪽 4km 지역"
"1197",4,1978-11-23 11:06:05,4.6,NA,"38.40 N","125.60 E","북한"," 황해남도 안악 남동쪽 15km 지역"
"1198",3,1978-10-07 18:19:52,5,NA,"36.60 N","126.70 E","충남"," 홍성군 동쪽 3km 지역"
"1199",2,1978-09-16 02:07:06,5.2,NA,"36.60 N","127.90 E","경북"," 상주시 북서쪽 32km 지역"
"1200",1,1978-08-30 02:29:43,4.5,NA,"39.10 N","124.20 E","북한"," 평안북도 철산 남남서쪽 84km 해역"
