"","번호","발생시각","규모","깊이(km)","위도","경도","행정구역","시군구"
"628",573,2003-04-01 22:26:38,2.1,NA,"36.40 N","127.80 E","충북"," 보은군 남남동쪽 11km 지역"
"629",572,2003-03-30 20:10:53,5,NA,"37.80 N","123.70 E","인천"," 백령도 서남서쪽 88km 해역"
"630",571,2003-03-23 05:38:41,4.9,NA,"35.00 N","124.60 E","전남"," 신안군 흑산면 서북서쪽 88km 해역"
"631",570,2003-03-19 23:05:18,2.3,NA,"36.50 N","129.60 E","경북"," 영덕군 동북동쪽 23km 해역"
"632",569,2003-03-14 04:06:12,2.1,NA,"36.20 N","128.70 E","경북"," 군위군 동남동쪽 12km 지역"
"633",568,2003-03-10 03:28:03,3.1,NA,"36.10 N","128.40 E","경북"," 구미시 동남동쪽 5km 지역"
"634",567,2003-03-04 12:44:25,2.9,NA,"38.30 N","128.60 E","강원"," 속초시 북쪽 10km 해역"
"635",566,2003-03-01 23:33:29,3,NA,"35.80 N","129.30 E","경북"," 경주시 동남동쪽 9km 지역"
"636",565,2003-03-01 21:07:21,2.5,NA,"37.60 N","124.60 E","인천"," 백령도 남쪽 40km 해역"
"637",564,2003-02-14 16:42:43,2.9,NA,"38.00 N","124.50 E","인천"," 백령도 서북서쪽 17km 해역"
"638",563,2003-02-09 22:28:45,2.3,NA,"36.00 N","127.90 E","경북"," 김천시 남서쪽 23km 지역"
"639",562,2003-02-08 23:46:33,2.9,NA,"35.30 N","126.60 E","전남"," 영광군 동북동쪽 8km 지역"
"640",561,2003-01-16 14:02:58,2.2,NA,"33.60 N","127.30 E","제주"," 제주시 동쪽 72km 해역"
"641",560,2003-01-13 22:03:25,2.8,NA,"35.80 N","129.40 E","경북"," 경주시 동남동쪽 17km 지역"
"642",559,2003-01-10 07:56:05,2.7,NA,"35.90 N","129.20 E","경북"," 경주시 북쪽 7km 지역"
"643",558,2003-01-09 17:33:17,3.9,NA,"37.40 N","124.20 E","인천"," 백령도 남서쪽 74km 해역"
"644",557,2002-12-26 23:41:50,2.7,NA,"36.50 N","127.00 E","충남"," 공주시 서북서쪽 13km 지역"
"645",556,2002-12-17 08:44:55,2.1,NA,"37.10 N","126.40 E","인천"," 옹진군 덕적도 동남동쪽 26km 해역"
"646",555,2002-12-16 18:21:37,2.4,NA,"36.70 N","130.20 E","경북"," 울진군 동남동쪽 78km 해역"
"647",554,2002-12-12 21:42:22,2.3,NA,"37.10 N","126.40 E","인천"," 옹진군 덕적도 동남동쪽 26km 해역"
"648",553,2002-12-10 07:42:51,3.8,NA,"38.80 N","127.20 E","북한"," 강원 회양 서북서쪽 36km 지역"
"649",552,2002-12-07 16:43:39,2.7,NA,"37.40 N","129.40 E","강원"," 삼척시 동남동쪽 21km 해역"
"650",551,2002-12-05 11:01:16,2.1,NA,"36.70 N","126.20 E","충남"," 태안군 서남서쪽 10km 지역"
"651",550,2002-12-05 10:05:47,2,NA,"36.70 N","126.30 E","충남"," 태안군 남쪽 5km 지역"
"652",549,2002-11-13 21:46:26,2.4,NA,"35.80 N","127.90 E","경남"," 거창군 북쪽 13km 지역"
"653",548,2002-11-06 21:48:07,2.5,NA,"36.40 N","127.70 E","충북"," 옥천군 북동쪽 16km 지역"
"654",547,2002-10-28 11:50:53,2.8,NA,"35.10 N","126.60 E","전남"," 함평군 동북동쪽 8km 지역"
"655",546,2002-10-25 04:06:48,2.4,NA,"33.90 N","127.10 E","전남"," 여수시 거문도 남서쪽 24km 해역"
"656",545,2002-10-23 10:30:54,2.8,NA,"34.90 N","128.40 E","경남"," 통영시 북북서쪽 6km 지역"
"657",544,2002-10-20 04:22:08,3,NA,"35.20 N","127.70 E","경남"," 하동군 북북서쪽 16km 지역"
"658",543,2002-10-19 21:31:55,2.7,NA,"36.20 N","127.60 E","충남"," 금산군 북동쪽 15km 지역"
"659",542,2002-10-16 19:48:59,2.4,NA,"36.60 N","127.60 E","충북"," 청원군 동남동쪽 11km 지역"
"660",541,2002-10-04 02:06:31,2.4,NA,"38.10 N","126.40 E","북한"," 개성 북서쪽 20km 지역"
"661",540,2002-09-19 03:10:13,2.9,NA,"35.60 N","125.40 E","전남"," 신안군 흑산면 북쪽 106km 해역"
"662",539,2002-09-16 07:36:07,2.8,NA,"36.10 N","128.30 E","경북"," 구미시 서남서쪽 5km 지역"
"663",538,2002-09-15 16:40:00,2.5,NA,"35.90 N","129.70 E","경북"," 포항시 남구 동남동쪽 33km 해역"
"664",537,2002-08-13 16:07:18,2.7,NA,"35.10 N","125.20 E","전남"," 신안군 흑산면 북북서쪽 56km 해역"
"665",536,2002-08-10 21:47:35,4,NA,"35.10 N","123.40 E","전남"," 흑산도 서북서쪽 195km 해역"
"666",535,2002-08-06 21:37:58,2.5,NA,"35.70 N","127.60 E","전북"," 장수군 북동쪽 9km 지역"
"667",534,2002-08-06 07:32:39,3,NA,"34.70 N","127.40 E","전남"," 고흥군 북동쪽 15km 지역"
"668",533,2002-07-17 06:50:26,3.3,NA,"38.00 N","124.40 E","인천"," 백령도 서북서쪽 25km 해역"
"669",532,2002-07-12 08:17:37,2.1,NA,"35.90 N","129.80 E","경북"," 포항시 남구 동남동쪽 41km 해역"
"670",531,2002-07-09 04:01:51,3.8,NA,"35.90 N","129.60 E","경북"," 포항시 남구 동남동쪽 24km 해역"
"671",530,2002-07-02 01:49:07,2.3,NA,"35.80 N","128.00 E","경남"," 거창군 북북동쪽 15km 지역"
"672",529,2002-06-23 11:12:57,2,NA,"34.70 N","126.60 E","전남"," 영암군 남서쪽 14km 지역"
"673",528,2002-06-07 22:24:15,2.8,NA,"38.40 N","125.30 E","북한"," 황해남도 안악 남서쪽 21km 지역"
"674",527,2002-05-29 18:22:17,2.4,NA,"34.70 N","127.90 E","경남"," 남해군 남쪽 15km 해역"
"675",526,2002-04-17 07:52:41,3.9,NA,"40.50 N","128.50 E","북한"," 함경남도 북청 북북동쪽 33km 지역"
"676",525,2002-04-14 12:29:59,2.4,NA,"35.10 N","125.00 E","전남"," 신안군 흑산면 북서쪽 66km 해역"
"677",524,2002-04-01 07:46:02,2.5,NA,"37.30 N","128.10 E","강원"," 원주시 동남동쪽 15km 지역"
"678",523,2002-03-25 18:10:26,2.4,NA,"37.10 N","127.20 E","경기"," 용인시 처인구 남남서쪽 12km 지역"
"679",522,2002-03-25 05:31:06,2.4,NA,"37.40 N","129.20 E","강원"," 삼척시 남남동쪽 6km 지역"
"680",521,2002-03-22 11:28:52,3.5,NA,"38.30 N","124.50 E","북한"," 인천 백령도 북북서쪽 42km 해역"
"681",520,2002-03-17 09:26:32,3.9,NA,"38.10 N","124.30 E","북한"," 인천 백령도 서북서쪽 37km 해역"
"682",519,2002-03-12 20:04:37,2.4,NA,"34.90 N","127.40 E","전남"," 순천시 서남서쪽 10km 지역"
"683",518,2002-03-08 02:09:33,2.4,NA,"35.50 N","126.10 E","전북"," 부안군 위도 서남서쪽 21km 해역"
"684",517,2002-03-07 23:30:55,3,NA,"36.50 N","126.60 E","충남"," 홍성군 남남서쪽 12km 지역"
"685",516,2002-02-28 22:26:49,2.1,NA,"36.70 N","128.10 E","경북"," 문경시 북북서쪽 15km 지역"
"686",515,2002-02-07 09:31:16,2.4,NA,"36.10 N","129.20 E","경북"," 포항시 북구 서북서쪽 17km 지역"
"687",514,2002-02-03 22:44:08,2.6,NA,"35.00 N","125.00 E","전남"," 신안군 흑산면 북서쪽 58km 해역"
"688",513,2002-01-17 20:16:24,2.9,NA,"35.10 N","125.00 E","전남"," 신안군 흑산면 북서쪽 66km 해역"
"689",512,2002-01-17 06:28:27,2.8,NA,"36.20 N","126.20 E","전북"," 군산시 어청도 동북동쪽 22km 해역"
"690",511,2002-01-08 08:18:31,2.8,NA,"35.80 N","128.20 E","경북"," 고령군 북서쪽 10km 지역"
"691",510,2002-01-07 17:10:00,3.1,NA,"35.40 N","128.80 E","경남"," 밀양시 남남동쪽 10km 지역"
"692",509,2002-01-04 00:33:22,2.3,NA,"34.80 N","127.40 E","전남"," 보성군 동쪽 29km 지역"
"693",508,2001-11-30 11:18:32,2.4,NA,"35.90 N","127.50 E","전북"," 진안군 북북동쪽 14km 지역"
"694",507,2001-11-24 16:10:32,4.1,NA,"36.70 N","129.90 E","경북"," 울진군 남동쪽 55km 해역"
"695",506,2001-11-21 10:49:11,3.5,NA,"36.70 N","128.30 E","경북"," 문경시 북동쪽 16km 지역"
"696",505,2001-11-09 13:54:47,2.6,NA,"34.70 N","126.90 E","전남"," 장흥군 북북서쪽 2km 지역"
"697",504,2001-10-28 22:27:09,2.1,NA,"37.10 N","129.00 E","강원"," 태백시 남쪽 7km 지역"
"698",503,2001-10-01 03:35:52,2.6,NA,"36.00 N","127.70 E","전북"," 무주군 동쪽 3km 지역"
"699",502,2001-09-24 09:33:32,2.6,NA,"35.50 N","127.50 E","전북"," 남원시 북동쪽 14km 지역"
"700",501,2001-09-19 08:47:57,2.6,NA,"36.60 N","126.90 E","충남"," 예산군 남동쪽 11km 지역"
"701",500,2001-09-15 02:32:42,2.2,NA,"35.60 N","125.90 E","전북"," 부안군 서쪽 70km 해역"
"702",499,2001-09-13 06:07:15,2.2,NA,"36.40 N","127.00 E","충남"," 청양군 동남동쪽 18km 지역"
"703",498,2001-09-07 08:42:32,2.8,NA,"34.80 N","127.40 E","전남"," 보성군 동쪽 29km 지역"
"704",497,2001-08-24 11:12:03,3.1,NA,"35.90 N","128.20 E","경북"," 성주군 서남서쪽 8km 지역"
"705",496,2001-08-20 21:04:22,2.5,NA,"34.00 N","125.50 E","전남"," 신안군 흑산면 남쪽 72km 해역"
"706",495,2001-08-06 23:46:43,2.3,NA,"36.70 N","128.30 E","경북"," 문경시 북동쪽 16km 지역"
"707",494,2001-07-27 10:04:38,2.2,NA,"36.50 N","128.00 E","경북"," 상주시 북서쪽 18km 지역"
"708",493,2001-07-26 19:55:13,2,NA,"36.20 N","127.40 E","충남"," 금산군 북서쪽 13km 지역"
"709",492,2001-07-23 17:29:14,3.5,NA,"36.40 N","128.00 E","경북"," 상주시 서쪽 14km 지역"
"710",491,2001-07-15 20:01:47,2.3,NA,"36.70 N","127.00 E","충남"," 아산시 남쪽 10km 지역"
"711",490,2001-06-29 11:21:08,3.6,NA,"35.80 N","126.60 E","전북"," 부안군 서북서쪽 15km 해역"
"712",489,2001-06-17 01:04:25,2.3,NA,"35.70 N","126.40 E","전북"," 부안군 서쪽 30km 해역"
"713",488,2001-06-16 21:26:02,2.2,NA,"36.00 N","127.90 E","경북"," 김천시 남서쪽 23km 지역"
"714",487,2001-06-13 13:53:36,2.9,NA,"34.80 N","127.30 E","전남"," 고흥군 북쪽 21km 지역"
"715",486,2001-06-09 00:36:12,2.3,NA,"36.70 N","128.80 E","경북"," 안동시 북북동쪽 16km 지역"
"716",485,2001-05-28 07:25:06,2.1,NA,"36.40 N","127.80 E","충북"," 보은군 남남동쪽 11km 지역"
"717",484,2001-05-27 20:24:02,2.5,NA,"35.80 N","129.70 E","경북"," 포항시 남구 남동쪽 38km 해역"
"718",483,2001-05-27 15:25:38,2.6,NA,"34.10 N","127.60 E","전남"," 여수시 거문도 동북동쪽 28km 해역"
"719",482,2001-05-25 00:06:25,2.6,NA,"33.60 N","126.80 E","제주"," 제주시 동북동쪽 27km 해역"
"720",481,2001-05-16 01:09:04,2,NA,"36.00 N","126.70 E","충남"," 서천군 남쪽 9km 해역"
"721",480,2001-05-05 11:21:20,3.3,NA,"37.80 N","124.50 E","인천"," 백령도 남서쪽 23km 해역"
"722",479,2001-04-21 02:30:46,2.1,NA,"35.90 N","125.30 E","전북"," 군산시 어청도 서남서쪽 65km 해역"
"723",478,2001-04-17 02:42:50,2.5,NA,"35.40 N","126.10 E","전북"," 부안군 위도 남서쪽 29km 해역"
"724",477,2001-04-16 22:50:33,2.2,NA,"35.90 N","129.70 E","경북"," 포항시 남구 동남동쪽 33km 해역"
"725",476,2001-03-19 22:16:50,2.8,NA,"37.60 N","124.60 E","인천"," 백령도 남쪽 40km 해역"
"726",475,2001-03-07 08:27:21,2.5,NA,"35.10 N","127.80 E","경남"," 하동군 북동쪽 6km 지역"
"727",474,2001-03-06 00:23:05,2.3,NA,"35.30 N","125.70 E","전북"," 부안군 위도 서남서쪽 63km 해역"
"728",473,2001-02-28 12:46:35,2.9,NA,"35.30 N","127.90 E","경남"," 산청군 남쪽 13km 지역"
"729",472,2001-02-19 08:27:09,2,NA,"37.40 N","128.40 E","강원"," 평창군 북북동쪽 4km 지역"
"730",471,2001-02-14 01:02:08,2.2,NA,"36.00 N","128.20 E","경북"," 성주군 북서쪽 12km 지역"
"731",470,2001-02-10 17:47:36,2,NA,"37.10 N","127.60 E","경기"," 이천시 남동쪽 24km 지역"
"732",469,2001-02-08 16:59:52,2.3,NA,"38.40 N","127.90 E","강원"," 양구군 북북서쪽 34km 지역(북한지역)"
"733",468,2001-01-29 11:44:07,3,NA,"35.70 N","126.60 E","전북"," 부안군 서남서쪽 13km 지역"
"734",467,2000-12-22 08:19:39,2.7,NA,"36.30 N","127.40 E","대전"," 중구 남서쪽 4km 지역"
"735",466,2000-12-09 18:51:00,3.7,NA,"36.50 N","130.00 E","경북"," 영덕군 동쪽 57km 해역"
"736",465,2000-12-02 16:53:40,3.1,NA,"34.60 N","126.90 E","전남"," 장흥군 남쪽 9km 지역"
"737",464,2000-11-14 17:41:52,2.9,NA,"38.80 N","125.80 E","북한"," 황해북도 송림 동북동쪽 16km 지역"
"738",463,2000-11-05 21:39:41,2.2,NA,"36.20 N","127.20 E","충남"," 논산시 동북동쪽 9km 지역"
"739",462,2000-10-28 07:10:12,2.7,NA,"37.10 N","126.70 E","경기"," 화성시 남서쪽 16km 해역"
"740",461,2000-10-23 11:35:24,2.6,NA,"37.70 N","125.70 E","북한"," 인천 옹진군 연평도 북쪽 4km 해역"
"741",460,2000-10-08 07:46:37,2.6,NA,"37.30 N","128.80 E","강원"," 정선군 남동쪽 15km 지역"
"742",459,2000-10-03 00:01:39,2,NA,"36.70 N","127.20 E","충남"," 연기군 북서쪽 15km 지역"
"743",458,2000-09-23 10:07:45,2.4,NA,"35.60 N","128.40 E","경남"," 창녕군 북서쪽 11km 지역"
"744",457,2000-09-13 20:38:22,2.4,NA,"35.70 N","127.10 E","전북"," 완주군 남남서쪽 17km 지역"
"745",456,2000-08-21 19:43:45,3.4,NA,"38.90 N","125.90 E","북한"," 평양 남동쪽 19km 지역"
"746",455,2000-08-15 01:36:30,2.2,NA,"35.30 N","125.90 E","전남"," 영광군 서쪽 56km 해역"
"747",454,2000-08-06 19:35:09,2.2,NA,"36.30 N","128.40 E","경북"," 의성군 서남서쪽 27km 지역"
"748",453,2000-08-05 21:02:59,2.7,NA,"35.10 N","124.90 E","전남"," 신안군 흑산면 북서쪽 72km 해역"
"749",452,2000-07-24 07:00:00,3,NA,"38.50 N","127.80 E","북한"," 강원 회양 남동쪽 28km 지역"
"750",451,2000-05-26 21:41:41,2.4,NA,"36.20 N","127.10 E","충남"," 논산시 북쪽 2km 지역"
"751",450,2000-05-19 01:44:24,2.7,NA,"36.60 N","128.50 E","경북"," 안동시 서쪽 21km 지역"
"752",449,2000-05-11 16:00:34,2.9,NA,"38.60 N","127.80 E","북한"," 강원 회양 남동쪽 21km 지역"
"753",448,2000-05-11 15:01:08,2.9,NA,"38.60 N","127.80 E","북한"," 강원 회양 남동쪽 21km 지역"
"754",447,2000-05-11 10:51:18,3.1,NA,"33.30 N","125.90 E","제주"," 서귀포시 서쪽 57km 해역"
"755",446,2000-05-09 06:55:36,2.3,NA,"35.20 N","128.10 E","경남"," 진주시 북동쪽 2km 지역"
"756",445,2000-04-29 08:53:27,3.3,NA,"35.80 N","125.70 E","전북"," 군산시 어청도 남남서쪽 43km 해역"
"757",444,2000-04-15 08:05:19,2.3,NA,"36.60 N","128.30 E","경북"," 예천군 서남서쪽 15km 지역"
"758",443,2000-04-12 04:44:01,3.5,NA,"36.90 N","125.30 E","충남"," 태안군 서격렬비열도 북북서쪽 39km 해역"
"759",442,2000-03-21 13:43:56,2.3,NA,"36.50 N","126.00 E","충남"," 태안군 남서쪽 38km 해역"
"760",441,2000-03-15 01:10:52,2.5,NA,"36.30 N","125.90 E","전북"," 군산시 어청도 북북서쪽 20km 해역"
"761",440,2000-02-21 01:06:31,2.1,NA,"35.80 N","128.20 E","경북"," 고령군 북서쪽 10km 지역"
"762",439,2000-01-18 15:08:50,3,NA,"38.70 N","127.90 E","북한"," 강원 회양 동쪽 26km 지역"
"763",438,1999-12-27 12:29:20,3,NA,"36.80 N","128.20 E","경북"," 문경시 북쪽 24km 지역"
"764",437,1999-12-20 13:28:46,2.5,NA,"36.00 N","128.40 E","경북"," 칠곡군 북북서쪽 1km 지역"
"765",436,1999-12-14 14:46:57,2.8,NA,"36.70 N","127.30 E","충남"," 천안시 남동쪽 18km 지역"
"766",435,1999-09-24 01:59:50,2.7,NA,"38.20 N","128.80 E","강원"," 속초시 동쪽 18km 해역"
"767",434,1999-09-12 05:56:53,3.2,NA,"35.90 N","129.30 E","경북"," 경주시 북동쪽 10km 지역"
"768",433,1999-09-11 03:17:50,3.4,NA,"36.10 N","123.70 E","충남"," 태안군 서격렬비열도 서남서쪽 173km 해역"
"769",432,1999-07-17 15:22:01,2.9,NA,"36.20 N","127.00 E","충남"," 논산시 서북서쪽 9km 지역"
"770",431,1999-06-19 20:58:52,2.7,NA,"36.30 N","127.80 E","충북"," 옥천군 동쪽 20km 지역"
"771",430,1999-06-17 22:33:16,2.6,NA,"33.20 N","126.40 E","제주"," 서귀포시 서남서쪽 12km 해역"
"772",429,1999-06-09 02:15:27,2.6,NA,"37.70 N","125.80 E","북한"," 인천 옹진군 연평도 동북동쪽 9km 해역"
"773",428,1999-06-02 18:12:23,3.4,NA,"35.90 N","129.30 E","경북"," 경주시 북동쪽 10km 지역"
"774",427,1999-05-15 14:41:51,3.1,NA,"35.50 N","126.20 E","전남"," 영광군 북서쪽 38km 해역"
"775",426,1999-05-09 08:17:18,3.5,NA,"36.20 N","123.70 E","충남"," 태안군 서격렬비열도 서남서쪽 170km 해역"
"776",425,1999-05-09 08:11:46,3.1,NA,"37.70 N","130.50 E","경북"," 울릉군 울릉도 북서쪽 43km 해역"
"777",424,1999-05-04 03:09:50,2.5,NA,"37.30 N","129.40 E","강원"," 삼척시 남동쪽 26km 해역"
"778",423,1999-04-25 18:35:56,2.8,NA,"35.80 N","127.10 E","전북"," 전주시 완산구 서남서쪽 2km 지역"
"779",422,1999-04-24 01:35:14,3.2,NA,"36.00 N","129.30 E","경북"," 포항시 남구 서쪽 6km 지역"
"780",421,1999-04-23 12:41:37,2.2,NA,"37.30 N","128.90 E","강원"," 삼척시 남서쪽 29km 지역"
"781",420,1999-04-22 01:27:07,2,NA,"36.50 N","127.80 E","충북"," 보은군 동북동쪽 6km 지역"
"782",419,1999-04-21 11:24:12,2.1,NA,"36.70 N","127.10 E","충남"," 천안시 남남서쪽 12km 지역"
"783",418,1999-04-09 20:48:12,2.8,NA,"37.30 N","128.90 E","강원"," 삼척시 남서쪽 29km 지역"
"784",417,1999-04-08 01:09:31,2.6,NA,"37.20 N","128.90 E","강원"," 정선군 남동쪽 29km 지역"
"785",416,1999-04-08 00:40:24,2.9,NA,"37.20 N","128.90 E","강원"," 정선군 남동쪽 29km 지역"
"786",415,1999-04-07 23:43:19,3.3,NA,"37.20 N","128.90 E","강원"," 정선군 남동쪽 29km 지역"
"787",414,1999-04-04 11:29:53,3.1,NA,"36.40 N","124.00 E","충남"," 태안군 서격렬비열도 서쪽 139km 해역"
"788",413,1999-03-28 12:39:42,3,NA,"37.50 N","130.20 E","경북"," 울릉군 울릉도 서쪽 62km 해역"
"789",412,1999-03-15 22:08:23,2.4,NA,"37.50 N","130.40 E","경북"," 울릉군 울릉도 서쪽 44km 해역"
"790",411,1999-03-15 16:11:17,2.7,NA,"37.50 N","130.40 E","경북"," 울릉군 울릉도 서쪽 44km 해역"
"791",410,1999-03-14 20:31:06,3.2,NA,"37.50 N","130.40 E","경북"," 울릉군 울릉도 서쪽 44km 해역"
"792",409,1999-03-05 23:41:22,3.5,NA,"40.50 N","126.30 E","북한"," 자강도 회천 북쪽 37km 지역"
"793",408,1999-02-24 02:14:32,3.5,NA,"37.30 N","126.00 E","인천"," 중구 서남서쪽 58km 해역"
"794",407,1999-02-08 06:36:33,2.5,NA,"37.10 N","128.90 E","강원"," 태백시 남서쪽 10km 지역"
"795",406,1999-02-03 03:21:16,2.9,NA,"38.50 N","127.80 E","북한"," 강원 회양 남동쪽 28km 지역"
"796",405,1999-01-24 02:43:07,2.9,NA,"37.40 N","130.30 E","경북"," 울릉군 울릉도 서쪽 54km 해역"
"797",404,1999-01-24 01:01:52,3.3,NA,"37.00 N","128.80 E","경북"," 봉화군 북북동쪽 13km 지역"
"798",403,1999-01-12 21:51:04,2.9,NA,"38.30 N","128.60 E","강원"," 속초시 북쪽 10km 해역"
"799",402,1999-01-11 13:07:14,4.2,NA,"38.30 N","128.70 E","강원"," 속초시 북동쪽 14km 해역"
"800",401,1998-12-09 06:42:56,2.7,NA,"37.50 N","129.10 E","강원"," 동해시 남남서쪽 3km 지역"
"801",400,1998-11-30 08:57:56,2.8,NA,"37.20 N","128.70 E","강원"," 정선군 남쪽 20km 지역"
"802",399,1998-10-22 17:34:21,2.8,NA,"36.60 N","125.50 E","충남"," 태안군 서격렬비열도 서쪽 3km 해역"
"803",398,1998-10-14 03:50:31,2.5,NA,"35.80 N","128.30 E","경북"," 고령군 북북동쪽 9km 지역"
"804",397,1998-10-02 20:09:03,2.5,NA,"37.30 N","128.80 E","강원"," 정선군 남동쪽 15km 지역"
"805",396,1998-09-30 22:29:03,3.3,NA,"35.80 N","126.90 E","전북"," 김제시 동쪽 2km 지역"
"806",395,1998-09-13 20:42:13,3.6,NA,"36.10 N","126.90 E","전북"," 익산시 북북서쪽 18km 지역"
"807",394,1998-09-12 23:08:09,2.3,NA,"35.90 N","129.30 E","경북"," 경주시 북동쪽 10km 지역"
"808",393,1998-09-09 19:53:04,2.1,NA,"36.10 N","128.50 E","경북"," 칠곡군 북동쪽 15km 지역"
"809",392,1998-09-03 16:52:48,3.8,NA,"36.60 N","125.70 E","충남"," 태안군 서격렬비열도 북북동쪽 37km 해역"
"810",391,1998-08-04 21:43:34,2.9,NA,"35.50 N","128.80 E","경남"," 밀양시 동북동쪽 4km 지역"
"811",390,1998-07-07 17:37:12,2.7,NA,"36.00 N","129.90 E","경북"," 포항시 북구 동쪽 48km 해역"
"812",389,1998-07-07 00:13:38,2.7,NA,"38.80 N","126.10 E","북한"," 평양 남동쪽 39km 지역"
"813",388,1998-07-01 17:09:18,2,NA,"36.80 N","127.80 E","충북"," 괴산군 남동쪽 2km 지역"
"814",387,1998-06-19 06:19:46,2.3,NA,"36.70 N","128.40 E","경북"," 예천군 북서쪽 7km 지역"
"815",386,1998-06-13 23:29:49,2.4,NA,"36.70 N","130.10 E","경북"," 울진군 동남동쪽 70km 해역"
"816",385,1998-06-13 18:24:03,2.4,NA,"36.70 N","130.00 E","경북"," 울진군 동남동쪽 62km 해역"
"817",384,1998-06-08 19:55:24,2.8,NA,"36.00 N","125.20 E","전북"," 군산시 어청도 서남서쪽 70km 해역"
"818",383,1998-06-08 11:45:10,3.7,NA,"38.50 N","124.30 E","북한"," 인천 백령도 북북서쪽 69km 해역"
"819",382,1998-06-07 17:39:26,2.8,NA,"34.40 N","129.00 E","경남"," 통영시 매물도 남동쪽 47km 해역"
"820",381,1998-06-06 15:04:57,2.8,NA,"38.90 N","126.00 E","북한"," 평양 동남동쪽 26km 지역"
"821",380,1998-06-05 19:42:12,2.9,NA,"35.90 N","123.90 E","충남"," 태안군 서격렬비열도 서남서쪽 166km 해역"
"822",379,1998-05-25 11:19:11,2.4,NA,"37.60 N","129.70 E","강원"," 삼척시 동북동쪽 50km 해역"
"823",378,1998-05-20 00:34:19,2.3,NA,"35.50 N","126.20 E","전북"," 부안군 위도 남서쪽 14km 해역"
"824",377,1998-05-14 14:23:09,2.2,NA,"36.70 N","128.40 E","경북"," 예천군 북서쪽 7km 지역"
"825",376,1998-05-01 07:16:56,2.5,NA,"36.10 N","128.00 E","경북"," 김천시 서남서쪽 10km 지역"
"826",375,1998-04-30 21:57:27,2.3,NA,"36.60 N","128.40 E","경북"," 예천군 남서쪽 8km 지역"
"827",374,1998-04-16 03:58:10,3.5,NA,"38.40 N","126.30 E","북한"," 황해북도 평산 북서쪽 11km 지역"
"828",373,1998-04-02 09:34:05,2.3,NA,"36.30 N","127.40 E","대전"," 중구 남서쪽 4km 지역"
"829",372,1998-02-12 03:36:56,2.9,NA,"38.40 N","128.50 E","강원"," 고성군 북동쪽 4km 해역"
"830",371,1998-02-10 21:11:25,4.1,NA,"37.80 N","123.60 E","인천"," 백령도 서쪽 96km 해역"
"831",370,1998-01-18 01:16:05,3.9,NA,"35.60 N","129.90 E","울산"," 동구 동북동쪽 45km 해역"
"832",369,1997-11-10 18:26:36,3,NA,"37.80 N","125.40 E","북한"," 황해남도 옹진 남남동쪽 15km 지역"
"833",368,1997-11-09 18:16:07,2.5,NA,"37.80 N","126.80 E","경기"," 파주시 북북동쪽 5km 지역"
"834",367,1997-10-18 19:35:31,3,NA,"37.30 N","128.80 E","강원"," 정선군 남동쪽 15km 지역"
"835",366,1997-10-11 19:50:25,3.2,NA,"35.90 N","128.70 E","대구"," 동구 동북동쪽 6km 지역"
"836",365,1997-10-02 23:47:19,2.4,NA,"35.00 N","128.00 E","경남"," 사천시 남서쪽 13km 지역"
"837",364,1997-09-26 08:35:07,2.5,NA,"37.90 N","129.70 E","강원"," 동해시 북동쪽 66km 해역"
"838",363,1997-08-05 12:45:53,2.8,NA,"36.70 N","128.40 E","경북"," 예천군 북서쪽 7km 지역"
"839",362,1997-08-05 04:47:25,2.3,NA,"37.20 N","128.70 E","강원"," 정선군 남쪽 20km 지역"
"840",361,1997-06-30 23:48:44,2.8,NA,"36.10 N","127.70 E","충북"," 영동군 남서쪽 11km 지역"
"841",360,1997-06-26 03:50:22,4.2,NA,"35.80 N","129.30 E","경북"," 경주시 동남동쪽 9km 지역"
"842",359,1997-06-16 22:51:07,2.7,NA,"35.30 N","129.10 E","부산"," 금정구 북쪽 7km 지역"
"843",358,1997-06-15 12:46:32,2.7,NA,"37.40 N","126.20 E","인천"," 옹진군 덕적도 북북동쪽 21km 해역"
"844",357,1997-06-15 08:45:24,2.8,NA,"37.40 N","126.20 E","인천"," 옹진군 덕적도 북북동쪽 21km 해역"
"845",356,1997-05-22 07:47:38,3.5,NA,"36.00 N","126.80 E","전북"," 군산시 동북동쪽 8km 지역"
"846",355,1997-05-10 00:56:44,2.5,NA,"37.30 N","128.50 E","강원"," 평창군 남동쪽 12km 지역"
"847",354,1997-05-09 21:43:41,3,NA,"35.20 N","126.00 E","전남"," 영광군 서쪽 47km 해역"
"848",353,1997-05-09 21:40:04,3.2,NA,"35.20 N","126.00 E","전남"," 영광군 서쪽 47km 해역"
"849",352,1997-04-23 01:39:14,2.5,NA,"36.20 N","126.00 E","전북"," 군산시 어청도 북북동쪽 9km 해역"
"850",351,1997-03-09 23:40:54,2.8,NA,"39.00 N","127.30 E","북한"," 강원 원산 남남서쪽 21km 지역"
"851",350,1997-01-15 05:34:15,3.2,NA,"38.30 N","128.70 E","강원"," 속초시 북동쪽 14km 해역"
"852",349,1997-01-03 20:34:29,2.9,NA,"35.00 N","125.20 E","전남"," 신안군 흑산면 북북서쪽 46km 해역"
"853",348,1996-12-21 07:45:36,2.8,NA,"37.30 N","128.60 E","강원"," 정선군 남남서쪽 10km 지역"
"854",347,1996-12-18 17:23:31,2.7,NA,"37.30 N","128.60 E","강원"," 정선군 남남서쪽 10km 지역"
