"","시간","규모","진앙(km)","위도","경도","행정구역","시군구"
"119",2016-09-13 01:31:00,2,16,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"120",2016-09-13 01:35:51,2.3,17,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"121",2016-09-13 01:37:33,2.2,17,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"122",2016-09-13 01:58:39,2.5,17,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"123",2016-09-13 02:03:36,2.1,17,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"124",2016-09-13 02:03:49,2.2,14,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"125",2016-09-13 02:09:35,2,17,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"126",2016-09-13 03:11:21,2.1,17,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"127",2016-09-13 04:13:31,2.1,16,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"128",2016-09-13 04:41:59,2.1,17,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"129",2016-09-13 04:56:59,2,15,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"130",2016-09-13 05:15:54,2,16,35.77,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"131",2016-09-13 06:15:29,2.3,19,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"132",2016-09-13 06:48:03,2,16,35.78,129.18,"경북"," 경주시 남남서쪽 7km 지역"
"133",2016-09-13 07:03:27,2.1,18,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"134",2016-09-13 07:47:42,2.4,17,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"135",2016-09-13 08:24:47,3.2,14,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"136",2016-09-13 08:47:57,2.3,17,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"137",2016-09-13 09:23:27,2.3,17,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"138",2016-09-13 10:01:27,2.3,18,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"139",2016-09-13 10:05:38,2,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"140",2016-09-13 10:44:13,2.2,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"141",2016-09-13 10:58:45,2,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"142",2016-09-13 12:27:05,2.2,18,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"143",2016-09-13 12:33:58,2,18,35.76,129.16,"경북"," 경주시 남남서쪽 10km 지역"
"144",2016-09-13 13:09:09,2.3,16,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"145",2016-09-13 13:16:04,2.4,16,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"146",2016-09-13 13:18:08,2.1,16,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"147",2016-09-13 14:31:42,3,14,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"148",2016-09-13 14:41:41,2.1,16,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"149",2016-09-13 16:02:48,2.5,17,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"150",2016-09-13 16:21:33,2,18,35.75,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"151",2016-09-13 16:52:11,2.5,19,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"152",2016-09-13 17:15:37,2,17,35.77,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"153",2016-09-13 18:54:03,2.1,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"154",2016-09-13 21:49:09,2.1,16,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"155",2016-09-13 23:08:28,2.3,14,35.73,129.36,"경북"," 경주시 남동쪽 18km 지역"
"156",2016-09-14 00:48:41,3,13,35.75,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"157",2016-09-14 01:37:02,2.1,17,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"158",2016-09-14 03:55:17,2.4,19,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"159",2016-09-14 04:43:47,2.1,17,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"160",2016-09-14 11:57:32,2.4,15,33.93,126.62,"전남"," 완도군 남남서쪽 44km 해역"
"161",2016-09-14 12:38:10,2.2,18,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"162",2016-09-14 16:47:16,2.1,17,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"163",2016-09-14 17:27:14,2.3,18,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"164",2016-09-14 22:31:31,2.4,18,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"165",2016-09-15 03:22:28,2.7,18,35.76,129.18,"경북"," 경주시 남쪽 9km 지역"
"166",2016-09-15 19:47:25,2.2,20,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"167",2016-09-15 20:48:25,2.6,19,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"168",2016-09-16 05:31:09,2.2,18,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"169",2016-09-16 15:13:18,2.3,16,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"170",2016-09-16 18:58:31,2,19,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"171",2016-09-16 19:15:46,2,16,35.76,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"172",2016-09-16 19:54:46,2.1,13,35.74,129.17,"경북"," 경주시 남남서쪽 12km 지역"
"173",2016-09-16 21:14:24,2.2,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"174",2016-09-17 07:12:56,2.1,17,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"175",2016-09-17 16:21:58,2.1,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"176",2016-09-18 16:27:54,2.4,16,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"177",2016-09-18 22:38:07,2,14,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"178",2016-09-19 09:17:59,2.1,17,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"179",2016-09-19 20:33:58,4.5,14,35.74,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"180",2016-09-19 21:00:51,2.1,18,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"181",2016-09-20 09:58:17,2.4,19,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"182",2016-09-20 15:05:17,2.5,0,38.36,128.09,"북한"," 강원도 양구군 북북동쪽 29km 지역"
"183",2016-09-20 20:03:27,2.1,17,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"184",2016-09-21 00:59:11,2.1,17,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"185",2016-09-21 03:36:51,2.9,14,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"186",2016-09-21 11:36:41,2.2,16,35.78,129.15,"경북"," 경주시 남서쪽 9km 지역"
"187",2016-09-21 11:53:54,3.5,18,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"188",2016-09-22 00:01:30,2.3,16,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"189",2016-09-22 03:22:32,2.1,14,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"190",2016-09-23 18:21:42,2.1,17,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"191",2016-09-24 19:56:21,2.5,15,35.79,129.19,"경북"," 경주시 남남서쪽 6km 지역"
"192",2016-09-28 16:34:30,3.1,13,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"193",2016-09-28 18:54:22,2.8,1,38.74,125.69,"북한"," 황해북도 송림시 동쪽 5km 지역"
"194",2016-09-28 19:00:03,2.6,0,38.74,125.73,"북한"," 황해북도 송림시 동쪽 8km 지역"
"195",2016-09-28 21:10:34,2.7,15,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"196",2016-09-30 11:09:47,2.1,15,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"197",2016-09-30 16:24:16,2,17,35.77,129.16,"경북"," 경주시 남남서쪽 9km 지역"
"198",2016-09-30 18:06:36,2.3,16,35.76,129.16,"경북"," 경주시 남남서쪽 10km 지역"
"199",2016-09-30 21:52:49,2.2,15,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"200",2016-10-01 13:04:16,2,15,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"201",2016-10-01 17:00:34,2.3,15,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"202",2016-10-02 20:53:07,3,18,35.75,129.19,"경북"," 경주시 남남서쪽10km 지역"
"203",2016-10-04 15:16:44,2.6,15,35.76,129.19,"경북"," 경주시 남남서쪽9km 지역"
"204",2016-10-05 23:29:16,2.3,35,38.76,125.62,"북한"," 황해북도 송림시 북북서쪽 3km 지역"
"205",2016-10-07 17:17:58,2.2,17,35.77,129.23,"경북"," 경주시 남쪽 8km 지역"
"206",2016-10-09 14:03:00,2.2,11,35.08,126.93,"광주"," 동구 남쪽 7km 지역"
"207",2016-10-10 22:59:10,3.3,17,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"208",2016-10-12 00:29:36,2.9,18,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"209",2016-10-14 08:20:58,2.3,15,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"210",2016-10-15 18:55:18,2.5,16,35.74,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"211",2016-10-15 23:49:08,2.2,12,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"212",2016-10-20 12:17:07,2.4,15,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"213",2016-10-21 10:13:53,2.2,14,36.46,126.87,"충남"," 청양군 동쪽 6km 지역"
"214",2016-10-21 12:47:49,2.6,12,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"215",2016-10-23 03:00:04,2.7,14,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"216",2016-10-24 09:02:01,2.2,7,37.25,127.02,"경기"," 수원시 권선구 동쪽 4km 지역"
"217",2016-10-25 03:23:06,2,15,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"218",2016-10-25 19:57:37,2.4,8,35.7,129.37,"경북"," 경주시 남동쪽 21km 지역"
"219",2016-11-02 03:01:43,2.3,10,33.53,126.88,"제주"," 제주시 동쪽 33km 지역"
"220",2016-11-03 03:46:06,2.1,14,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"221",2016-11-03 10:02:26,2.3,18,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"222",2016-11-03 10:36:23,2.3,11,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"223",2016-11-03 23:35:52,2.6,16,35.32,128.49,"경남"," 함안군 북동쪽 9km 지역"
"224",2016-11-06 06:26:22,3.5,12,33.76,125.07,"전남"," 신안군 흑산면 남남서쪽 106km 해역"
"225",2016-11-09 20:55:44,2.3,20,36.55,129.6,"경북"," 영덕군 북동쪽 26km 해역"
"226",2016-11-10 22:37:52,2.5,18,36.46,129.89,"경북"," 영덕군 동쪽 47km 해역"
"227",2016-11-13 02:27:23,2.3,0,38.76,125.66,"북한"," 황해북도 송림시 북동쪽 3km 지역"
"228",2016-11-13 21:52:57,3.5,10,36.36,126.63,"충남"," 보령시 북북동쪽 4km 지역"
"229",2016-11-15 12:22:59,2.5,9,38.35,128.09,"북한"," 강원도 금강군 남남동쪽 29km 지역"
"230",2016-11-15 16:27:40,2,18,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"231",2016-11-16 23:15:44,2.1,6,34.86,125.08,"전남"," 신안군 흑산면 서북서쪽 43km 해역"
"232",2016-11-18 02:02:35,2,13,35.51,128.09,"경남"," 합천군 남서쪽 9km 지역"
"233",2016-11-19 03:29:02,2.1,14,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"234",2016-11-25 18:53:58,2.3,14,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"235",2016-11-27 06:53:12,2.5,10,36.34,127.33,"대전"," 유성구 남서쪽 3km 지역"
"236",2016-11-27 20:08:46,2.2,12,36.02,127.39,"충남"," 금산군 남서쪽 13km 지역"
"237",2016-11-28 20:57:26,2.4,18,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"238",2016-11-28 23:33:02,2.2,10,38.49,126.14,"북한"," 황해북도 평산군 북서쪽 28km 지역"
"239",2016-11-29 10:09:22,2.9,17,33.4,125.72,"제주"," 제주시 고산 서북서쪽 43km 해역"
"240",2016-12-02 04:45:42,2.1,14,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"241",2016-12-05 00:47:03,2.1,14,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"242",2016-12-05 07:42:21,2.1,21,35.81,129.72,"경북"," 포항시 남구 남동쪽 39km 해역"
"243",2016-12-07 22:34:14,2.4,0,37.18,125.48,"인천"," 옹진군 연평도 남남서쪽 57km 해역"
"244",2016-12-09 11:30:45,2.4,8,35.69,129.36,"경북"," 경주시 남동쪽 21km 지역"
"245",2016-12-10 00:51:13,2.1,18,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"246",2016-12-10 15:51:54,2,12,37.63,129.68,"강원"," 삼척시 동북동쪽 50km 해역"
"247",2016-12-11 16:05:36,2.6,14,36.07,125.57,"충남"," 태안군 서격렬비도 남쪽 59km 해역"
"248",2016-12-12 04:46:32,2.2,13,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"249",2016-12-12 17:53:17,3.3,16,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"250",2016-12-14 10:05:28,2.1,12,36.54,128.08,"경북"," 상주시 북북서쪽 16km 지역"
"251",2016-12-14 17:20:34,3.3,12,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"252",2016-12-15 17:14:53,2.1,14,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"253",2016-12-22 21:13:32,2.2,18,34.45,128.54,"경남"," 통영시 매물도 남쪽 22km 해역"
"254",2016-12-23 05:31:32,2.2,10,36.12,129.36,"경북"," 포항시 북구 북쪽 9km 지역"
"255",2016-12-25 01:59:43,2.4,17,35.25,129.39,"부산"," 기장군 동쪽 15km 해역"
"256",2016-12-25 06:29:09,2.5,11,35.78,129.31,"경북"," 경주시 남동쪽 11km 지역"
"257",2016-12-29 05:53:11,2.6,6,38.71,125.76,"북한"," 황해북도 송림시 동남동쪽 11km 지역"
