"","시간","규모","진앙(km)","위도","경도","행정구역","시군구"
"258",2016-12-29 21:32:25,2.3,9,36.12,129.36,"경북"," 포항시 북구 북쪽 9km 지역"
"259",2016-12-30 15:04:41,2.5,10,38.64,125.76,"북한"," 황해북도 사리원시 북쪽 15km 지역"
"260",2016-12-31 08:01:03,2.6,0,39.31,126.27,"북한"," 평안남도 성천군 북북동쪽 9km 지역"
"261",2017-01-04 05:00:47,2.5,18,36.58,129.24,"경북"," 영덕군 북북서쪽 22km 지역"
"262",2017-01-06 05:31:13,3.3,12,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"263",2017-01-06 05:33:23,2.2,12,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"264",2017-01-07 06:37:41,2.4,1,38.69,125.73,"북한"," 황해북도 송림 동남동쪽 10km 지역"
"265",2017-01-11 00:10:05,2.1,20,36.44,128.42,"경북"," 의성군 서북서쪽 27km 지역"
"266",2017-01-14 11:52:55,2.2,10,35.17,127.79,"경남"," 하동군 북북동쪽 12km 지역"
"267",2017-01-16 06:57:31,2.7,21,33.64,127.51,"전남"," 여수시 거문도 남남동쪽 47km 해역"
"268",2017-01-16 19:54:13,2.1,20,36.33,126.59,"충남"," 보령시 서쪽 2km 지역"
"269",2017-01-17 16:06:56,2.8,6,38.71,125.86,"북한"," 황해북도 송림 동쪽 20km 지역"
"270",2017-01-18 12:49:53,2.5,4,35.02,125.06,"전남"," 신안군 흑산면 북서쪽 56km 해역"
"271",2017-01-21 03:27:38,2.6,15,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"272",2017-01-24 04:07:56,2.6,16,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"273",2017-01-26 22:53:38,2,0,33.54,126.87,"제주"," 제주시 동쪽 32km 해역"
"274",2017-01-29 13:45:53,2.6,8,38.7,127.16,"북한"," 강원 평강 북북서쪽 34km 지역"
"275",2017-02-05 19:07:29,2.5,21,33.61,126.73,"제주"," 제주시 동북동쪽 22km 해역"
"276",2017-02-05 20:06:15,2.6,3,39.61,127.64,"북한"," 함경남도 함흥 남남동쪽 34km 해역"
"277",2017-02-10 05:22:41,2.2,20,35.65,129.57,"울산"," 북구 동북동쪽 20km 해역"
"278",2017-02-10 18:01:35,2.6,0,38.54,125.84,"북한"," 황해북도 사리원 동북동쪽 8km 지역"
"279",2017-02-12 09:22:27,2.3,22,35.69,129.58,"울산"," 북구 동북동쪽 23km 해역"
"280",2017-02-16 02:34:56,2.9,15,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"281",2017-02-16 18:20:19,2.3,17,35.64,128.09,"경남"," 합천군 북서쪽 11km 지역"
"282",2017-02-18 16:53:49,2,15,33.23,126.18,"제주"," 서귀포시 서쪽 35km 해역"
"283",2017-02-18 20:58:19,2.4,17,35.23,126.94,"광주"," 북구 북북동쪽 7km 지역"
"284",2017-02-21 03:21:11,2.1,14,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"285",2017-02-22 13:08:50,2.1,14,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"286",2017-02-23 21:03:51,3.1,7,37.4,124.89,"인천"," 백령도 남남동쪽 64km 해역"
"287",2017-02-24 11:34:44,2.3,14,36.38,127.79,"충북"," 옥천군 동북동쪽 21km 지역"
"288",2017-02-24 12:29:38,2.5,8,38.89,126.09,"북한"," 평양 동남동쪽 33km 지역"
"289",2017-02-25 06:58:44,2.2,19,35.74,129.17,"경북"," 경주시 남남서쪽 12km 지역"
"290",2017-02-25 06:59:07,2.4,15,35.74,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"291",2017-03-04 06:33:12,2.3,7,35.99,127.95,"경북"," 김천시 남서쪽 22km 지역"
"292",2017-03-05 07:52:04,2.4,17,35.75,129.17,"경북"," 경주시 남남서쪽 11km 지역"
"293",2017-03-05 09:18:27,3.2,13,37.75,129.66,"강원"," 동해시 동북동쪽 54km 해역"
"294",2017-03-05 09:28:49,2.4,8,37.74,129.69,"강원"," 동해시 동북동쪽 56km 해역"
"295",2017-03-05 15:09:40,2.1,9,37.72,129.59,"강원"," 동해시 동북동쪽 47km 해역"
"296",2017-03-05 19:19:07,2.1,7,37.77,129.7,"강원"," 동해시 동북동쪽 58km 해역"
"297",2017-03-06 06:21:33,2,1,35.75,126.1,"전북"," 부안군 위도 북서쪽 24km 해역"
"298",2017-03-07 03:48:07,2.2,20,36.3,128.23,"경북"," 구미시 북북서쪽 23km 지역"
"299",2017-03-07 06:53:36,2.6,0,37.75,129.71,"강원"," 동해시 동북동쪽 58km 해역"
"300",2017-03-09 02:24:31,2,22,35.82,129.78,"경북"," 포항시 남구 동남동쪽 43km 해역"
"301",2017-03-14 05:41:43,2.1,22,34.64,127.78,"전남"," 여수시 남동쪽 17km 지역"
"302",2017-03-19 03:01:14,2.9,14,33.32,127.18,"제주"," 서귀포시 성산 동남동쪽 29km 해역"
"303",2017-03-21 23:19:48,2.4,0,38.52,126.03,"북한"," 황해북도 사리원 동쪽 23km 지역"
"304",2017-03-27 09:28:26,2,9,35.21,126.95,"광주"," 북구 북동쪽 5km 지역"
"305",2017-03-28 00:48:39,2.2,0,37.17,125.48,"인천"," 옹진군 연평도 남남서쪽 58km 해역"
"306",2017-03-28 15:45:38,2,16,35.79,129.2,"경북"," 경주시 남남서쪽 5km 지역"
"307",2017-03-30 21:49:53,2,17,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"308",2017-03-31 13:46:09,3.3,17,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"309",2017-03-31 13:53:28,2.5,15,35.78,129.2,"경북"," 경주시 남남서쪽 6km 지역"
"310",2017-04-01 16:04:16,2.2,16,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"311",2017-04-04 23:25:52,2.2,21,35.67,129.85,"울산"," 동구 동북동쪽 43km 해역"
"312",2017-04-07 00:04:09,2,4,35.97,127.8,"전북"," 무주군 동남동쪽 13km 지역"
"313",2017-04-08 18:20:49,2.7,11,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"314",2017-04-08 23:13:13,2.1,0,38.72,125.61,"북한"," 황해북도 송림 북북서쪽 2km 지역"
"315",2017-04-09 01:45:53,2.1,13,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"316",2017-04-09 14:12:45,2.4,5,38.99,126.2,"북한"," 평안남도 성천 남쪽 28km 지역"
"317",2017-04-10 04:02:49,2.3,17,35.16,128.77,"경남"," 창원시 진해구 동북동쪽 6km 지역"
"318",2017-04-15 05:41:52,2.2,15,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"319",2017-04-15 11:31:13,3.1,13,36.11,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"320",2017-04-15 17:16:47,2,8,36.11,129.37,"경북"," 포항시 북구 북쪽 8km 지역"
"321",2017-04-16 21:39:21,2.2,6,36.7,125.18,"충남"," 태안군 서격렬비도 서북서쪽 33km 해역"
"322",2017-04-18 01:17:44,2,16,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"323",2017-04-18 17:36:38,2.1,12,35.5,128.88,"경남"," 밀양시 동쪽 12km 지역"
"324",2017-04-20 16:00:21,3.2,0,33.77,127.28,"전남"," 여수시 거문도 남쪽 29km 해역"
"325",2017-04-28 05:54:29,2.4,5,33.33,127.85,"제주"," 서귀포시 성산 동쪽 90km 해역"
"326",2017-04-28 11:19:23,2.1,13,36.6,128.81,"경북"," 안동시 동북동쪽 8km 지역"
"327",2017-05-04 01:08:27,2.6,16,36.61,129.44,"경북"," 영덕군 북북동쪽 22km 해역"
"328",2017-05-04 21:46:23,2.4,14,36.74,128.1,"경북"," 문경시 북북서쪽 18km 지역"
"329",2017-05-05 00:02:55,2,15,36.73,128.1,"경북"," 문경시 북북서쪽 18km 지역"
"330",2017-05-05 23:16:21,3,11,35.32,127.43,"전남"," 구례군 북북서쪽 13km 지역"
"331",2017-05-10 14:06:47,2.5,19,35.88,126.19,"전북"," 부안군 위도 북북서쪽 32km 해역"
"332",2017-05-10 22:31:14,2.1,16,36.61,129.45,"경북"," 영덕군 북북동쪽 23km 해역"
"333",2017-05-13 18:37:23,2.8,15,36.61,129.44,"경북"," 영덕군 북북동쪽 23km 해역"
"334",2017-05-16 20:06:49,2.1,0,36.85,124.55,"충남"," 태안군 서격렬비도 서북서쪽 92km 해역"
"335",2017-05-16 23:29:02,2.2,6,36.6,128.92,"경북"," 안동시 동북동쪽 17km 지역"
"336",2017-05-20 16:29:02,2,12,35.92,128.27,"경북"," 성주군 북서쪽 1km 지역"
"337",2017-05-20 22:29:33,2.9,15,37.73,129.62,"강원"," 동해시 동북동쪽 50km 해역"
"338",2017-05-25 11:20:07,3,24,36.96,124.4,"충남"," 태안군 서격렬비도 서북서쪽 109km 해역"
"339",2017-05-28 15:47:38,2.7,21,35.67,129.56,"울산"," 북구 동북동쪽 20km 해역"
"340",2017-06-04 05:16:11,2.1,18,36.83,128.1,"충북"," 충주시 남동쪽 24km 지역"
"341",2017-06-11 18:16:53,2,12,37.28,129.21,"강원"," 삼척시 남남동쪽 19km 지역"
"342",2017-06-11 20:31:52,2.5,14,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"343",2017-06-13 08:01:51,2.1,17,35.74,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"344",2017-06-14 02:43:47,2.2,6,38.34,126.14,"북한"," 황해북도 평산 서쪽 22km 지역"
"345",2017-06-15 16:56:24,2.4,13,36.54,125.07,"충남"," 태안군 서격렬비도 서쪽 42km 해역"
"346",2017-06-17 14:30:09,2.3,21,33.38,127.21,"제주"," 서귀포시 성산 동쪽 30km 해역"
"347",2017-06-20 11:02:37,2,12,35.85,129.08,"경북"," 경주시 서쪽 12km 지역"
"348",2017-06-27 20:17:18,2,15,35.77,129.2,"경북"," 경주시 남남서쪽 8km 지역"
"349",2017-06-28 13:00:17,2.7,0,40,125.81,"북한"," 평안북도 영변 북쪽 22km 지역"
"350",2017-07-05 19:17:30,2.5,5,35.99,127.97,"경북"," 김천시 남서쪽 21km 지역"
"351",2017-07-06 06:00:26,2.4,6,36,127.94,"경북"," 김천시 남서쪽 22km 지역"
"352",2017-07-08 23:45:17,2.8,0,40.4,127.29,"북한"," 함경남도 장진 동북동쪽 5km 지역"
"353",2017-07-09 03:43:48,2.1,18,33.51,125.73,"제주"," 제주시 고산 서북서쪽 47km 해역"
"354",2017-07-18 10:31:05,2.7,16,37.69,126.19,"인천"," 강화군 서남서쪽 27km 해역"
"355",2017-07-19 10:23:35,2.2,28,33.77,126.12,"제주"," 제주시 북서쪽 48km 해역"
"356",2017-07-20 14:38:47,2,11,37.39,129.54,"강원"," 삼척시 동남동쪽 33km 해역"
"357",2017-08-07 20:53:09,2.6,0,38.7,125.63,"북한"," 황해북도 송림 남남서쪽 4km 지역"
"358",2017-08-09 13:53:43,2.7,12,33.87,125.52,"전남"," 신안군 흑산면 남쪽 87km 해역"
"359",2017-08-15 21:32:10,2.6,0,38.73,125.67,"북한"," 황해북도 송림 동쪽 3km 지역"
"360",2017-08-16 00:35:23,2.5,0,38.73,125.69,"북한"," 황해북도 송림 동쪽 5km 지역"
"361",2017-08-21 01:30:16,2.1,0,38.82,126.13,"북한"," 평양 동남동쪽 39km 지역"
"362",2017-08-29 22:06:49,2.4,7,35.31,125.36,"전남"," 영광군 안마도 서쪽 61km 해역"
"363",2017-09-01 05:57:30,2.1,18,36.42,127.21,"충남"," 공주시 동남동쪽 9km 지역"
"364",2017-09-07 14:58:07,2.9,19,37.6,125.34,"인천"," 옹진군 연평도 서남서쪽 33km 해역"
"365",2017-09-11 17:25:57,3.2,0,35.29,124.16,"전남"," 신안군 흑산면 서북서쪽 139km 해역"
"366",2017-09-16 01:34:06,2.2,19,34.25,127.13,"전남"," 여수시 거문도 북서쪽 29km 해역"
"367",2017-09-23 13:43:00,2.6,2,41.35,129.06,"북한"," 함경북도 길주 북북서쪽 49km 지역"
"368",2017-09-23 17:29:16,3.2,0,41.35,129.06,"북한"," 함경북도 길주 북북서쪽 49km 지역"
"369",2017-09-30 15:34:31,2.5,18,33.42,127.15,"제주"," 서귀포시 성산 동쪽 25km 해역"
"370",2017-10-04 02:11:48,2.4,22,35.56,129.88,"울산"," 동구 동쪽 42km 해역"
"371",2017-10-04 12:10:31,2.1,11,36.16,127.13,"충남"," 논산시 남동쪽 4km 지역"
"372",2017-10-08 12:18:28,2.8,16,34.84,127.25,"전남"," 보성군 동북동쪽 17km 지역"
"373",2017-10-13 01:41:08,2.7,3,41.39,129.03,"북한"," 함경북도 길주 북북서쪽 54km 지역"
"374",2017-10-16 06:08:45,2.8,18,33.86,125.3,"전남"," 신안군 흑산면 남쪽 89km 해역"
"375",2017-10-16 15:51:15,2.5,14,35.79,129.19,"경북"," 경주시 남남서쪽 6km 지역"
"376",2017-10-18 04:56:03,2.6,16,36.59,129.45,"경북"," 영덕군 북북동쪽 20km 해역"
"377",2017-10-20 06:41:59,2,13,35.9,127.54,"전북"," 진안군 북동쪽 15km 지역"
"378",2017-10-20 12:20:15,2.2,10,38.44,126.16,"북한"," 황해북도 평산 서북서쪽 24km 지역"
"379",2017-10-21 13:11:20,2.7,12,33.63,126.05,"제주"," 제주시 고산 북북서쪽 39km 해역"
"380",2017-10-29 02:14:56,2.2,12,34.39,127.34,"전남"," 고흥군 남남동쪽 25km 해역"
"381",2017-10-30 11:02:10,2.1,10,36.42,126.48,"충남"," 보령시 북서쪽 15km 해역"
"382",2017-11-08 09:35:18,2.5,13,33.05,126.2,"제주"," 제주시 고산 남쪽 28km 해역"
"383",2017-11-08 17:52:49,2,9,35.16,128.57,"경남"," 창원 마산합포구 남쪽 4km 지역"
"384",2017-11-09 13:29:42,2,16,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"385",2017-11-11 17:18:51,2.2,18,34.84,127.46,"전남"," 순천시 남남서쪽 12km 지역"
"386",2017-11-14 02:17:56,2.7,4,37.29,124.82,"인천"," 백령도 남쪽 75km 해역"
"387",2017-11-15 14:22:32,2.2,8,36.11,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"388",2017-11-15 14:22:44,2.6,0,36.08,129.31,"경북"," 포항시 북구 북서쪽 7km 지역"
"389",2017-11-15 14:29:31,5.4,7,36.11,129.37,"경북"," 포항시 북구 북쪽 8km 지역"
"390",2017-11-15 14:32:59,3.6,8,36.1,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"391",2017-11-15 14:46:00,2.5,6,36.12,129.39,"경북"," 포항시 북구 북북동쪽 9km 지역"
"392",2017-11-15 14:50:05,2.4,8,36.1,129.36,"경북"," 포항시 북구 북쪽 6km 지역"
"393",2017-11-15 14:52:55,2.4,9,36.11,129.35,"경북"," 포항시 북구 북쪽 8km 지역"
"394",2017-11-15 14:56:32,2.8,12,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"395",2017-11-15 14:58:19,2.9,0,36.12,129.37,"경북"," 포항시 북구 북쪽 9km 지역"
"396",2017-11-15 15:00:54,2.9,8,36.11,129.35,"경북"," 포항시 북구 북쪽 7km 지역"
"397",2017-11-15 15:09:49,3.5,8,36.09,129.34,"경북"," 포항시 북구 북북서쪽 6km 지역"
"398",2017-11-15 15:14:59,2.5,9,36.11,129.35,"경북"," 포항시 북구 북쪽 8km 지역"
"399",2017-11-15 15:19:46,2.4,11,36.14,129.38,"경북"," 포항시 북구 북쪽 11km 지역"
"400",2017-11-15 15:23:50,2.6,11,36.09,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"401",2017-11-15 15:36:19,2.3,7,36.09,129.33,"경북"," 포항시 북구 북북서쪽 6km 지역"
"402",2017-11-15 15:55:00,2.2,10,36.12,129.37,"경북"," 포항시 북구 북쪽 9km 지역"
"403",2017-11-15 16:11:00,2.9,12,36.13,129.36,"경북"," 포항시 북구 북쪽 10km 지역"
"404",2017-11-15 16:16:17,2.4,8,36.09,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"405",2017-11-15 16:18:36,2,6,36.14,129.36,"경북"," 포항시 북구 북쪽 11km 지역"
"406",2017-11-15 16:49:30,4.3,10,36.12,129.36,"경북"," 포항시 북구 북쪽 9km 지역"
"407",2017-11-15 16:57:53,2.2,7,36.14,129.37,"경북"," 포항시 북구 북쪽 11km 지역"
"408",2017-11-15 17:11:10,2.8,0,36.08,129.31,"경북"," 포항시 북구 북서쪽 7km 지역"
"409",2017-11-15 17:42:53,2.2,10,36.14,129.37,"경북"," 포항시 북구 북쪽 11km 지역"
"410",2017-11-15 18:41:46,2.1,11,36.09,129.32,"경북"," 포항시 북구 북서쪽 6km 지역"
"411",2017-11-15 18:48:23,2.1,5,36.14,129.38,"경북"," 포항시 북구 북쪽 11km 지역"
"412",2017-11-15 18:51:33,2,11,36.14,129.38,"경북"," 포항시 북구 북쪽 11km 지역"
"413",2017-11-15 18:57:36,2.3,8,36.11,129.35,"경북"," 포항시 북구 북북서쪽 8km 지역"
"414",2017-11-15 18:58:26,2.2,8,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"415",2017-11-15 18:59:38,2.1,9,36.11,129.35,"경북"," 포항시 북구 북쪽 8km 지역"
"416",2017-11-15 20:54:25,2.4,10,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"417",2017-11-15 21:35:25,2,10,36.11,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"418",2017-11-15 21:59:27,2.1,7,36.14,129.36,"경북"," 포항시 북구 북쪽 10km 지역"
"419",2017-11-15 22:24:30,2.1,7,36.14,129.38,"경북"," 포항시 북구 북쪽 11km 지역"
"420",2017-11-15 22:43:12,2.1,10,36.1,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"421",2017-11-15 23:05:16,2,12,36.1,129.36,"경북"," 포항시 북구 북쪽 6km 지역"
"422",2017-11-15 23:18:07,2.1,10,36.13,129.38,"경북"," 포항시 북구 북쪽 10km 지역"
"423",2017-11-16 00:21:53,2.4,8,36.14,129.35,"경북"," 포항시 북구 북쪽 10km 지역"
"424",2017-11-16 00:38:14,2,9,36.09,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"425",2017-11-16 01:23:12,2.1,11,36.09,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"426",2017-11-16 01:36:05,2.5,13,36.14,129.36,"경북"," 포항시 북구 북쪽 10km 지역"
"427",2017-11-16 02:37:43,2.3,8,36.14,129.37,"경북"," 포항시 북구 북쪽 11km 지역"
"428",2017-11-16 05:03:37,2,8,36.08,129.34,"경북"," 포항시 북구 북북서쪽 5km 지역"
"429",2017-11-16 05:54:11,2.5,10,36.09,129.34,"경북"," 포항시 북구 북북서쪽 6km 지역"
"430",2017-11-16 09:02:42,3.6,8,36.12,129.37,"경북"," 포항시 북구 북쪽 8km 지역"
"431",2017-11-16 09:47:28,2.1,11,36.12,129.37,"경북"," 포항시 북구 북쪽 9km 지역"
"432",2017-11-16 10:37:34,2.3,11,36.1,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"433",2017-11-16 14:04:04,2.3,7,36.13,129.37,"경북"," 포항시 북구 북쪽 10km 지역"
"434",2017-11-16 14:31:09,2,10,36.1,129.34,"경북"," 포항시 북구 북북서쪽 7km 지역"
"435",2017-11-16 16:48:31,2.4,12,36.12,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"436",2017-11-16 17:31:21,2,8,36.11,129.37,"경북"," 포항시 북구 북쪽 7km지역"
"437",2017-11-16 17:32:49,2.2,8,36.12,129.36,"경북"," 포항시 북구 북쪽 9km지역"
"438",2017-11-16 19:05:05,2.4,9,36.12,129.36,"경북"," 포항시 북구 북쪽 9km지역"
"439",2017-11-17 01:17:01,2.1,11,36.08,129.33,"경북"," 포항시 북구 북북서쪽 6km지역"
"440",2017-11-17 08:25:50,2.1,11,36.12,129.37,"경북"," 포항시 북구 북쪽 8km지역"
"441",2017-11-17 18:57:15,2.6,12,36.1,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"442",2017-11-19 01:18:38,2,8,36.11,129.34,"경북"," 포항시 북구 북북서쪽 8km 지역"
"443",2017-11-19 03:33:31,2.4,12,36.09,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"444",2017-11-19 05:07:05,2.1,8,36.12,129.38,"경북"," 포항시 북구 북쪽 9km 지역"
"445",2017-11-19 06:40:59,2.2,11,36.09,129.34,"경북"," 포항시 북구 북북서쪽 6km 지역"
"446",2017-11-19 23:45:47,3.5,9,36.12,129.36,"경북"," 포항시 북구 북쪽 9km 지역"
"447",2017-11-20 06:05:15,3.6,12,36.14,129.36,"경북"," 포항시 북구 북쪽 11km 지역"
"448",2017-11-21 05:58:34,2,13,36.09,129.35,"경북"," 포항시 북구 북쪽 6km 지역"
"449",2017-11-21 08:57:29,2.1,9,36.09,129.34,"경북"," 포항시 북구 북북서쪽 5km 지역"
"450",2017-11-21 09:53:01,2.4,0,36.11,129.33,"경북"," 포항시 북구 북북서쪽 8km 지역"
"451",2017-11-22 12:41:46,2.5,8,36.1,129.35,"경북"," 포항시 북구 북북서쪽 6km 지역"
"452",2017-11-22 22:15:41,2,8,36.12,129.35,"경북"," 포항시 북구 북쪽 9km 지역"
"453",2017-11-23 23:27:05,2.3,14,36.11,129.37,"경북"," 포항시 북구 북쪽 8km 지역"
"454",2017-11-24 00:29:56,2.6,0,37.23,125.04,"인천"," 옹진군 연평도 남서쪽 76km 해역"
"455",2017-11-24 01:17:27,2.3,8,36.11,129.35,"경북"," 포항시 북구 북쪽 7km 지역"
"456",2017-11-24 21:27:25,2.3,13,34.05,125.57,"전남"," 신안군 흑산면 남쪽 68km 해역"
"457",2017-11-25 12:51:11,2,8,36.1,129.35,"경북"," 포항시 북구 북쪽 7km 지역"
"458",2017-11-25 14:10:41,2.3,8,36.11,129.35,"경북"," 포항시 북구 북쪽 7km 지역"
"459",2017-11-26 03:13:48,2.9,13,36.69,124.65,"충남"," 태안군 서격렬비도 서쪽 79km 해역"
"460",2017-12-01 08:03:26,2.4,7,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"461",2017-12-01 16:23:48,2.7,8,33.24,127.32,"제주"," 서귀포시 성산 동남동쪽 44km 해역"
"462",2017-12-02 07:45:56,2.5,0,41.32,129.2,"북한"," 함경북도 길주 북북서쪽 43km 지역"
"463",2017-12-03 01:13:47,2.1,13,36.75,128.82,"경북"," 안동시 북북동쪽 22km 지역"
"464",2017-12-04 21:55:47,2.5,21,33.42,127.15,"제주"," 서귀포시 성산 동쪽 25km 해역"
"465",2017-12-05 21:19:32,2.1,11,36.02,129.45,"경북"," 포항시 남구 동쪽 9km 해역"
"466",2017-12-05 23:40:53,2.7,4,41.32,129.13,"북한"," 함경북도 길주 북북서쪽 44km 지역"
"467",2017-12-09 01:49:59,2.2,8,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"468",2017-12-09 02:39:18,2.3,9,36.1,129.35,"경북"," 포항시 북구 북북서쪽 7km 지역"
"469",2017-12-09 15:13:35,3,16,41.32,129.1,"북한"," 함경북도 길주 북북서쪽 45km 지역"
"470",2017-12-09 15:40:02,2.8,0,41.31,129.11,"북한"," 함경북도 길주 북북서쪽 43km 지역"
"471",2017-12-09 16:15:37,2.3,23,35.61,129.99,"울산"," 동구 동북동쪽 54km 해역"
"472",2017-12-12 10:06:04,2.5,0,38.32,126.18,"북한"," 황해북도 평산 서쪽 19km 지역"
"473",2017-12-19 13:34:28,2.1,7,35.77,129.42,"경북"," 경주시 동남동쪽 20km 지역"
"474",2017-12-20 19:22:34,2.3,18,36.09,125.64,"충남"," 태안군 서격렬비도 남쪽 57km 해역"
"475",2017-12-21 12:01:12,2,5,36.72,128.01,"경북"," 문경시 북서쪽 21km 지역"
"476",2017-12-22 12:35:29,2.2,0,39.31,127.15,"북한"," 함경남도 고원 남남서쪽 15km 지역"
"477",2017-12-25 16:19:22,3.5,10,36.11,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"478",2017-12-25 16:32:02,2.1,8,36.11,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"479",2017-12-26 04:05:46,2.2,6,36.14,129.37,"경북"," 포항시 북구 북쪽 11km 지역"
"480",2017-12-27 19:27:45,2.8,8,36.11,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"481",2017-12-27 19:42:44,2.3,8,36.11,129.36,"경북"," 포항시 북구 북쪽 7km 지역"
"482",2017-12-29 17:40:22,2.1,10,36.11,129.34,"경북"," 포항시 북구 북북서쪽 8km 지역"
"483",2017-12-30 19:44:13,2,17,35.76,129.17,"경북"," 경주시 남남서쪽 9km 지역"
