"","시간","규모","진앙(km)","위도","경도","행정구역","시군구"
"682","2018-12-30 18:10",1.6,12,37.47,129.14,"강원"," 동해시 남남동쪽 6km 지역"
"683","2018-12-31 2:55",1.5,18,35.89,129.62,"경북"," 포항시 남구 동남동쪽 25km 해역"
"684","2019-01-01 3:40",1.5,13,34.05,125.75,"전남"," 진도군 남서쪽 68km 해역"
"685","2019-01-01 5:09",1.4,19,36.53,129.64,"경북"," 영덕군 동북동쪽 28km 해역"
"686","2019-01-01 15:17",1.6,12,37.89,126.03,"북한"," 황해남도 해주 동남동쪽 32km 지역"
"687","2019-01-01 21:32",1.4,7,37.19,126.46,"인천"," 연수구 남서쪽 31km 해역"
"688","2019-01-01 23:21",1.7,13,37.55,129.17,"강원"," 동해시 동북동쪽 6km 해역"
"689","2019-01-02 13:44",1.1,5,36.77,128.31,"경북"," 문경시 북북동쪽 23km 지역"
"690","2019-01-03 7:00",1.2,15,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"691","2019-01-03 9:43",1.5,18,36.57,127.26,"세종","시 남서쪽 4km 지역"
"692","2019-01-03 23:03",1.2,22,35.76,129.75,"울산"," 북구 동북동쪽 40km 해역"
"693","2019-01-04 11:59",1.7,18,36.54,129.65,"경북"," 영덕군 동북동쪽 29km 해역"
"694","2019-01-04 14:04",1.1,7,36.01,126.63,"충남"," 서천군 남서쪽 10km 해역"
"695","2019-01-04 21:27",1.8,22,33.88,126.51,"제주"," 제주시 북쪽 42km 해역"
"696","2019-01-05 6:54",1.8,15,37.82,125.86,"북한"," 황해남도 해주 남남동쪽 28km 해역"
"697","2019-01-05 12:40",0.8,7,36.12,129.36,"경북"," 포항시 북구 북쪽 9km 지역"
"698","2019-01-05 21:59",1.1,12,36.3,128.17,"경북"," 상주시 남쪽 12km 지역"
"699","2019-01-06 22:51",1.9,17,36.08,129.54,"경북"," 포항시 북구 동북동쪽 16km 해역"
"700","2019-01-07 2:18",1.7,14,37.99,128.94,"강원"," 강릉시 북북동쪽 27km 해역"
"701","2019-01-07 13:43",1.5,9,36.09,129.33,"경북"," 포항시 북구 북북서쪽 6km 지역"
"702","2019-01-07 15:15",1.1,14,36.28,128.14,"경북"," 구미시 북서쪽 26km 지역"
"703","2019-01-08 5:09",1.1,4,36.77,128.32,"경북"," 문경시 북북동쪽 24km 지역"
"704","2019-01-08 6:51",1.4,18,36.53,129.66,"경북"," 영덕군 동북동쪽 29km 해역"
"705","2019-01-08 7:21",1.2,11,37.49,127.27,"경기"," 광주시 북쪽 7km 지역"
"706","2019-01-08 11:37",1.2,18,36.54,129.62,"경북"," 영덕군 동북동쪽 27km 해역"
"707","2019-01-09 7:15",1.5,17,36.53,129.66,"경북"," 영덕군 동북동쪽 29km 해역"
"708","2019-01-09 20:06",1.2,15,35.39,129.38,"울산"," 동구 남남서쪽 13km 해역"
"709","2019-01-09 20:24",1.9,11,35.93,129.41,"경북"," 포항시 남구 남남동쪽 10km 지역"
"710","2019-01-10 1:52",1.1,4,36.78,128.31,"경북"," 문경시 북북동쪽 24km 지역"
"711","2019-01-10 3:20",1.6,19,36.52,129.64,"경북"," 영덕군 동북동쪽 27km 해역"
"712","2019-01-10 3:46",1.7,19,36.54,129.66,"경북"," 영덕군 동북동쪽 30km 해역"
"713","2019-01-10 4:30",1.9,6,35.98,127.17,"전북"," 완주군 북쪽 8km 지역"
"714","2019-01-10 19:00",1.4,15,36.53,129.64,"경북"," 영덕군 동북동쪽 28km 해역"
"715","2019-01-10 21:39",1.1,12,35.74,129.18,"경북"," 경주시 남남서쪽 11km 지역"
"716","2019-01-11 2:45",1.7,7,38.02,126,"북한"," 황해남도 해주 동쪽 25km 지역"
"717","2019-01-11 5:55",1.1,6,35.84,127.51,"전북"," 진안군 북동쪽 9km 지역"
"718","2019-01-11 10:24",1.4,16,36.61,128.83,"경북"," 안동시 동북동쪽 10km 지역"
"719","2019-01-12 3:14",0.9,6,37.82,124.8,"인천"," 옹진군 백령도 남동쪽 18km 해역"
"720","2019-01-12 16:59",1.6,12,36.41,127.1,"충남"," 공주시 남남서쪽 4km 지역"
"721","2019-01-13 19:31",1.8,20,35.73,126.31,"전북"," 부안군 서쪽 38km 해역"
"722","2019-01-14 1:34",1.3,16,36.39,128.64,"경북"," 의성군 북서쪽 7km 지역"
"723","2019-01-15 1:54",1.3,10,35.97,127.96,"경북"," 김천시 남서쪽 23km 지역"
"724","2019-01-15 15:25",1.3,13,36.36,127,"충남"," 공주시 남서쪽 14km 지역"
"725","2019-01-17 0:04",1.4,9,34.97,127.38,"전남"," 순천시 서북서쪽 10km 지역"
"726","2019-01-17 13:46",1.5,11,36.2,127.02,"충남"," 논산시 서북서쪽 7km 지역"
"727","2019-01-18 5:21",1.4,8,35.71,127.87,"경남"," 거창군 북서쪽 4km 지역"
"728","2019-01-18 6:24",1.4,9,36.73,127.46,"충북"," 청주시 청원구 북북서쪽 9km 지역"
"729","2019-01-19 0:56",1.6,17,33.97,127.6,"전남"," 여수시 거문도 동남동쪽 28km 해역"
"730","2019-01-19 13:38",1.3,12,35.78,129.21,"경북"," 경주시 남쪽 6km 지역"
"731","2019-01-19 16:41",1.9,14,33.29,126.23,"제주"," 제주시 남서쪽 36km 지역"
"732","2019-01-19 17:50",1.9,18,36.54,129.66,"경북"," 영덕군 동북동쪽 30km 해역"
"733","2019-01-19 19:48",1.6,13,38.67,127.37,"북한"," 강원 회양 서쪽 20km 지역"
"734","2019-01-19 23:42",0.7,7,36.23,126.89,"충남"," 부여군 남남서쪽 5km 지역"
"735","2019-01-20 11:20",1.2,17,36.53,129.66,"경북"," 영덕군 동북동쪽 29km 해역"
"736","2019-01-20 14:17",1.6,19,36.02,129.58,"경북"," 포항시 남구 동쪽 20km 지역"
"737","2019-01-22 22:42",1,16,38.66,127.17,"북한"," 강원 평강 북북서쪽 30km 지역"
"738","2019-01-23 5:12",1.8,20,35.89,129.62,"경북"," 포항시 남구 동남동쪽 27km 해역"
"739","2019-01-24 13:27",1.1,13,35.71,129.4,"경북"," 경주시 남동쪽 22km 지역"
"740","2019-01-24 14:09",1.5,15,33.82,125.98,"제주"," 제주시 북서쪽 62km 해역"
"741","2019-01-24 17:35",1.2,16,36.71,128.9,"경북"," 안동시 북동쪽 22km 지역"
"742","2019-01-25 3:20",1.7,16,34.76,127.53,"전남"," 여수시 서쪽 12km 해역"
"743","2019-01-25 6:03",1.3,9,37.92,128.01,"강원"," 홍천군 북북동쪽 27km 지역"
"744","2019-01-25 18:40",1,12,35.72,129.39,"경북"," 경주시 남동쪽 21km 지역"
"745","2019-01-25 18:48",1.6,19,35.96,129.79,"경북"," 포항시 남구 동쪽 39km 해역"
"746","2019-01-26 0:51",1,12,35.73,129.4,"경북"," 경주시 남동쪽 21km 지역"
"747","2019-01-26 3:42",1.2,6,34.84,128.05,"경남"," 남해군 동쪽 14km 지역"
"748","2019-01-26 7:14",1.9,12,35.72,129.4,"경북"," 경주시 남동쪽 21km 지역"
"749","2019-01-26 8:06",1.7,6,36.14,129.38,"경북"," 포항시 북구 북쪽 11km 지역"
"750","2019-01-26 11:55",1.3,1,35.75,127.98,"경남"," 거창군 북동쪽 9km 지역"
"751","2019-01-27 2:47",1,11,35.73,129.34,"경북"," 경주시 남동쪽 16km 지역"
"752","2019-01-27 14:03",1.8,11,36.11,126.36,"충남"," 서천군 서쪽 30km 해역"
"753","2019-01-27 19:44",0.8,12,36.92,127.75,"충북"," 음성군 동남동쪽 6km 지역"
"754","2019-01-27 22:52",0.7,10,35.76,129.36,"경북"," 경주시 동남동쪽 16km 지역"
"755","2019-01-28 3:02",1.3,18,35.94,129.67,"경북"," 포항시 남구 동남동쪽 29km 해역"
"756","2019-01-28 21:48",1.3,15,36.37,127.39,"대전"," 서구 북북동쪽 2km 지역"
"757","2019-01-31 2:24",1.2,17,36.39,128.95,"경북"," 안동시 남동쪽 28km 지역"
"758","2019-01-31 3:57",1.7,5,35.1,125.09,"전남"," 신안군 흑산도 북서쪽 61km 해역"
"759","2019-02-02 2:51",1.2,11,35.7,129.34,"경북"," 경주시 남동쪽 19km 지역"
"760","2019-02-02 21:16",0.6,14,35.76,129.17,"경북"," 경주시 남남서쪽 10km 지역"
"761","2019-02-03 8:09",1.4,9,37.09,128.33,"충북"," 단양군 북북서쪽 12km 지역"
"762","2019-02-03 8:22",1.5,11,36.11,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"763","2019-02-03 10:43",0.9,7,37.09,128.32,"충북"," 단양군 북북서쪽 12km 지역"
"764","2019-02-03 12:07",1.3,12,35.76,129.19,"경북"," 경주시 남남서쪽 9km 지역"
"765","2019-02-03 18:06",1.8,17,35.87,129.58,"경북"," 포항시 남구 남동쪽 25km 해역"
"766","2019-02-04 23:19",1.7,15,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"767","2019-02-05 3:22",1.7,9,36.13,129.37,"경북"," 포항시 북구 북쪽 10km 지역"
"768","2019-02-05 11:57",1.4,10,36.19,127.36,"충남"," 금산군 북서쪽 15km 지역"
"769","2019-02-06 2:20",1.4,5,36.05,127.73,"충북"," 영동군 남남서쪽 15km 지역"
"770","2019-02-06 12:14",1.6,9,36.15,127.71,"충북"," 영동군 서남서쪽 7km 지역"
"771","2019-02-06 22:11",0.6,11,35.72,129.4,"경북"," 경주시 남동쪽 21km 지역"
"772","2019-02-06 22:42",1.8,19,35.09,128.36,"경남"," 고성군 북북동쪽 13km 지역"
"773","2019-02-07 3:24",1,13,35.77,129.17,"경북"," 경주시 남남서쪽 9km 지역"
"774","2019-02-08 0:29",1.2,7,36.08,129.32,"경북"," 포항시 북구 북서쪽 6km 지역"
"775","2019-02-08 7:50",1.6,10,36.22,128.81,"경북"," 의성군 남동쪽 18km 지역"
"776","2019-02-09 10:30",1.1,15,35.92,128.37,"경북"," 성주군 동쪽 8km 지역"
"777","2019-02-09 14:24",1.3,7,36.16,127.02,"충남"," 논산시 서남서쪽 8km 지역"
"778","2019-02-10 19:27",1.9,21,36.16,129.85,"경북"," 포항시 북구 동북동쪽 45km 해역"
"779","2019-02-11 10:56",1,4,36.13,129.37,"경북"," 포항시 북구 북쪽 10km 지역"
"780","2019-02-12 1:21",1.2,9,36.34,127.26,"충남"," 공주시 남동쪽 17km 지역"
"781","2019-02-12 22:51",1.4,13,35.63,128.64,"경북"," 청도군 서남서쪽 9km 지역"
"782","2019-02-13 1:50",1.8,16,37.98,124.2,"인천"," 옹진군 백령도 서쪽 42km 해역"
"783","2019-02-13 2:24",1.7,16,33.97,126.85,"전남"," 완도군 남남동쪽 39km 해역"
"784","2019-02-14 4:17",1.4,10,35.94,126.76,"전북"," 군산시 남동쪽 4km 지역"
"785","2019-02-15 20:39",1.6,0,39.3,126.17,"북한"," 평안남도 성천 북북서쪽 7km 지역"
"786","2019-02-16 16:22",1.2,13,35.28,126.61,"전남"," 영광군 동쪽 9km 지역"
"787","2019-02-17 3:08",1.4,15,36.58,129.61,"경북"," 영덕군 북동쪽 28km 해역"
"788","2019-02-17 6:15",1.5,13,36.16,127.18,"충남"," 논산시 동남동쪽 8km 지역"
"789","2019-02-17 10:09",1.8,14,37.15,125.92,"충남"," 태안군 북서쪽 56km 해역"
"790","2019-02-17 22:26",1.9,7,33.32,126.25,"제주"," 제주시 남서쪽 33km 지역"
"791","2019-02-18 0:53",1.7,19,35.93,126.41,"전북"," 군산시 서쪽 30km 해역"
"792","2019-02-18 4:21",1.1,11,34.89,127.41,"전남"," 순천시 남서쪽 10km 지역"
"793","2019-02-18 4:42",1.1,12,34.89,127.41,"전남"," 순천시 남서쪽 10km 지역"
"794","2019-02-20 9:32",1.1,7,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"795","2019-02-21 13:21",1.8,18,35.86,129.67,"경북"," 포항시 남구 동남동쪽 32km 해역"
"796","2019-02-21 17:22",1.4,10,35.63,129.56,"울산"," 북구 동북동쪽 19km 해역"
"797","2019-02-22 20:55",0.8,12,36.37,127.03,"충남"," 공주시 남서쪽 12km 지역"
"798","2019-02-23 21:53",1.8,21,39.64,125.04,"북한"," 평안북도 정주 서남서쪽 16km 지역"
"799","2019-02-24 7:09",1.6,18,36.72,128.42,"경북"," 예천군 북북서쪽 8km 지역"
"800","2019-02-24 10:49",1.2,15,35.89,126.64,"전북"," 군산시 남서쪽 12km 지역"
"801","2019-02-25 9:39",0.9,11,36.77,129.04,"경북"," 영양군 북북서쪽 13km 지역"
"802","2019-02-25 13:18",1.7,10,36.76,129.03,"경북"," 영양군 북서쪽 13km 지역"
"803","2019-02-26 0:52",1.7,1,39.1,126.64,"북한"," 평안남도 양덕 남쪽 12km 지역"
"804","2019-02-26 11:25",0.9,14,36.57,127.63,"충북"," 보은군 북서쪽 13km 지역"
"805","2019-02-26 20:36",1.8,7,34.13,125.12,"전남"," 신안군 흑산도 남남서쪽 66km 해역"
"806","2019-02-27 2:02",1.3,0,37.12,128.99,"강원"," 태백시 남쪽 5km 지역"
"807","2019-02-28 23:55",1.7,27,38.4,129.15,"강원"," 속초시 동북동쪽 53km 해역"
"808","2019-03-01 8:19",1.3,8,36.34,127.25,"충남"," 공주시 남동쪽 17km 지역"
"809","2019-03-01 10:08",1.4,5,36.32,129.01,"경북"," 청송군 남남서쪽 14km 지역"
"810","2019-03-01 14:01",1.6,28,38.4,129.14,"강원"," 속초시 동북동쪽 52km 해역"
"811","2019-03-01 17:04",1.7,29,38.41,129.13,"강원"," 속초시 동북동쪽 52km 해역"
"812","2019-03-01 19:24",0.7,6,38.41,129.14,"강원"," 속초시 동북동쪽 53km 해역"
"813","2019-03-03 7:45",1,4,35.61,127.48,"전북"," 장수군 남서쪽 6km 지역"
"814","2019-03-03 18:44",1,13,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"815","2019-03-05 4:21",1.6,17,36.8,128.36,"경북"," 문경시 북북동쪽 28km 지역"
"816","2019-03-05 20:24",1.1,13,36.33,127.89,"경북"," 상주시 서남서쪽 26km 지역"
"817","2019-03-06 9:04",1.5,16,38.67,127.17,"북한"," 강원 평강 북북서쪽 31km 지역"
"818","2019-03-06 11:15",1.4,17,38.19,124.47,"북한"," 황해남도 용연군 장산곶 서북서쪽 20km 해역"
"819","2019-03-08 21:42",0.9,4,35.93,129.12,"경북"," 영천시 동남동쪽 17km 지역"
"820","2019-03-10 0:11",1.3,6,36.37,127.25,"충남"," 공주시 남동쪽 14km 지역"
"821","2019-03-10 5:31",1.5,12,36.56,127.59,"충북"," 청주시 상당구 남동쪽 12km 지역"
"822","2019-03-10 6:50",1.4,13,36.23,128.81,"경북"," 의성군 남동쪽 17km 지역"
"823","2019-03-10 19:58",1.9,16,35.74,128.66,"대구"," 달성군 동쪽 21km 지역"
"824","2019-03-11 4:16",1.8,13,36.99,129.52,"경북"," 울진군 동쪽 11km 해역"
"825","2019-03-11 19:09",0.6,15,36.35,128.08,"경북"," 상주시 남서쪽 10km 지역"
"826","2019-03-11 19:34",1.8,15,35.78,128.49,"대구"," 달성군 동쪽 5km 지역"
"827","2019-03-12 4:13",1.6,21,35.58,129.78,"울산"," 동구 동북동쪽 34km 해역"
"828","2019-03-12 4:59",1.6,14,36.23,127.41,"대전"," 중구 남쪽 11km 지역"
"829","2019-03-12 12:03",1.3,12,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"830","2019-03-13 18:05",1.2,0,37.79,125.92,"북한"," 황해남도 해주 남남동쪽 33km 해역"
"831","2019-03-14 2:52",1.5,11,36.15,129.41,"경북"," 포항시 북구 북북동쪽 13km 해역"
"832","2019-03-14 18:52",1.4,12,36.15,128.08,"경북"," 김천시 서북서쪽 3km 지역"
"833","2019-03-15 18:48",1.9,15,38.64,127.16,"북한"," 강원 평강 북북서쪽 28km 지역"
"834","2019-03-16 13:56",1.6,6,36.37,127.24,"충남"," 공주시 남동쪽 14km 지역"
"835","2019-03-17 6:35",1.4,20,35.73,129.72,"울산"," 북구 동북동쪽 36km 해역"
"836","2019-03-17 14:03",1.3,17,36.49,129.73,"경북"," 영덕군 동북동쪽 34km 해역"
"837","2019-03-17 16:31",1.1,16,35.57,127.35,"전북"," 임실군 남동쪽 8km 지역"
"838","2019-03-17 17:15",1.3,13,36.22,127.4,"충남"," 금산군 북북서쪽 15km 지역"
"839","2019-03-17 17:15",1.7,13,36.22,127.4,"충남"," 금산군 북북서쪽 15km 지역"
"840","2019-03-19 9:17",1,13,35.77,129.18,"경북"," 경주시 남남서쪽 8km 지역"
"841","2019-03-19 12:15",1.7,14,37.1,129.32,"경북"," 울진군 북북서쪽 14km 지역"
"842","2019-03-20 1:33",0.5,7,36.08,129.32,"경북"," 포항시 북구 북서쪽 6km 지역"
"843","2019-03-20 3:53",1.2,8,35.8,128.47,"대구"," 달성군 북동쪽 4km 지역"
"844","2019-03-20 17:53",1.7,14,35.75,129.41,"경북"," 경주시 동남동쪽 20km 지역"
"845","2019-03-20 22:17",1.4,13,35.74,129.4,"경북"," 경주시 동남동쪽 20km 지역"
"846","2019-03-21 2:29",1.4,6,37.38,128.85,"강원"," 정선군 동쪽 17km 지역"
"847","2019-03-21 9:08",1.5,20,35.65,129.56,"울산"," 북구 동북동쪽 19km 해역"
"848","2019-03-22 3:01",1.6,20,36.51,129.68,"경북"," 영덕군 동북동쪽 30km 해역"
"849","2019-03-23 15:21",0.7,6,35.92,127.79,"전북"," 무주군 남동쪽 15km 지역"
"850","2019-03-24 21:24",1.8,12,36.39,126.62,"충남"," 보령시 북쪽 6km 지역"
"851","2019-03-24 23:01",1.1,20,35.87,129.66,"경북"," 포항시 남구 동남동쪽 31km 해역"
"852","2019-03-24 23:55",1.3,13,36.8,128.07,"경북"," 문경시 북북서쪽 26km 지역"
"853","2019-03-26 11:48",1,9,34.9,126.35,"전남"," 신안군 북쪽 7km 해역"
"854","2019-03-26 19:20",1.4,14,36.62,127.66,"충북"," 청주시 상당구 동쪽 15km 지역"
"855","2019-03-26 21:44",1.3,12,36.3,126.59,"충남"," 보령시 남남서쪽 4km 지역"
"856","2019-03-27 20:54",1.3,9,35.03,125.91,"전남"," 신안군 서북서쪽 46km 해역"
"857","2019-03-28 21:05",1.4,1,39.38,126.84,"북한"," 평안남도 양덕 북동쪽 26km 지역"
"858","2019-03-29 19:42",1.3,19,33.27,127.21,"제주"," 서귀포시 동쪽 60km 해역"
"859","2019-03-30 13:46",1.9,13,38.69,127.18,"북한"," 강원 평강 북북서쪽 33km 지역"
"860","2019-03-31 15:44",0.9,5,34.88,127.83,"경남"," 남해군 북서쪽 7km 지역"
"861","2019-04-01 21:10",1.9,15,38.69,127.17,"북한"," 강원 평강 북북서쪽 33km 지역"
"862","2019-04-02 0:43",1.1,12,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"863","2019-04-03 7:16",0.9,18,38.67,127.18,"북한"," 강원 평강 북북서쪽 30km 지역"
"864","2019-04-04 5:38",1.1,9,36.22,127.31,"충남"," 논산시 동쪽 19km 지역"
"865","2019-04-04 11:04",1.7,11,36.8,127.05,"충남"," 아산시 동북동쪽 4km 지역"
"866","2019-04-05 2:41",1,8,36.73,127.28,"충남"," 천안시 동남구 남동쪽 14km 지역"
"867","2019-04-05 12:27",1.7,16,35.57,128.94,"경남"," 밀양시 동북동쪽 19km 지역"
"868","2019-04-05 17:00",1.7,17,36.26,129.52,"경북"," 영덕군 남동쪽 22km 해역"
"869","2019-04-06 5:38",1.9,13,35.74,129.41,"경북"," 경주시 동남동쪽 21km 지역"
"870","2019-04-06 7:38",0.8,8,36.66,129.27,"경북"," 영덕군 북북서쪽 29km 지역"
"871","2019-04-06 16:20",1,13,35.98,128.09,"경북"," 김천시 남쪽 18km 지역"
"872","2019-04-06 17:34",1.3,8,37.93,128.01,"강원"," 홍천군 북북동쪽 28km 지역"
"873","2019-04-06 20:33",1.9,17,36.63,128.24,"경북"," 문경시 북동쪽 7km 지역"
"874","2019-04-06 21:11",1.2,5,34.49,127.47,"전남"," 고흥군 남동쪽 22km 지역"
"875","2019-04-07 17:51",1.1,6,36.24,127.09,"충남"," 논산시 북쪽 6km 지역"
"876","2019-04-10 10:06",1,13,37.16,127.18,"경기"," 용인시 처인구 남남서쪽 8km 지역"
"877","2019-04-10 22:07",1.8,6,36.2,128.14,"경북"," 김천시 북북동쪽 7km 지역"
"878","2019-04-11 9:17",1.2,10,36.42,127.21,"충남"," 공주시 동남동쪽 9km 지역"
"879","2019-04-11 18:39",1,21,36.56,129.67,"경북"," 영덕군 동북동쪽 32km 해역"
"880","2019-04-12 19:26",1.5,16,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"881","2019-04-13 0:44",1.1,21,33.4,127.16,"제주"," 서귀포시 동북동쪽 58km 해역"
"882","2019-04-13 3:59",0.9,21,35.94,129.68,"경북"," 포항시 남구 동남동쪽 30km 해역"
"883","2019-04-13 13:40",1.5,8,36.37,127.25,"충남"," 공주시 남동쪽 14km 지역"
"884","2019-04-13 23:43",1.5,2,37.49,125.68,"인천"," 옹진군 연평도 남쪽 19km 해역"
"885","2019-04-14 3:30",1.6,19,36.16,129.87,"경북"," 포항시 북구 동북동쪽 47km 해역"
"886","2019-04-14 17:37",0.7,10,37.3,127.71,"경기"," 여주시 동쪽 6km 지역"
"887","2019-04-15 16:13",1,13,35.87,126.69,"전북"," 군산시 남남서쪽 12km 해역"
"888","2019-04-15 22:09",1.7,0,38.81,125.77,"북한"," 황해북도 송림 북동쪽 14km 지역"
"889","2019-04-16 2:23",1.3,16,35.78,129.58,"울산"," 북구 북동쪽 30km 해역"
"890","2019-04-16 7:40",0.8,18,35.22,128.98,"부산"," 강서구 북쪽 1km 지역"
"891","2019-04-16 10:33",0.8,17,35.22,129,"부산"," 북구 북북동쪽 3km 지역"
"892","2019-04-16 18:08",1.1,19,36.51,128.02,"경북"," 상주시 북서쪽 17km 지역"
"893","2019-04-17 11:27",1.4,18,35.75,129.18,"경북"," 경주시 남남서쪽 10km 지역"
"894","2019-04-17 12:50",1.1,12,35.92,128.38,"경북"," 성주군 동쪽 9km 지역"
"895","2019-04-17 13:46",1.6,0,37.9,129.57,"강원"," 동해시 북동쪽 58km 해역"
"896","2019-04-18 18:38",0.7,5,35.78,127.79,"경남"," 거창군 북서쪽 15km 지역"
"897","2019-04-19 11:40",1.6,27,37.87,129.53,"강원"," 동해시 북동쪽 53km 해역"
"898","2019-04-19 15:49",1.9,30,37.86,129.48,"강원"," 동해시 북동쪽 49km 해역"
"899","2019-04-19 17:46",1.9,30,37.85,129.48,"강원"," 동해시 북동쪽 48km 해역"
"900","2019-04-19 18:12",1.7,31,37.85,129.52,"강원"," 동해시 북동쪽 51km 해역"
"901","2019-04-20 0:32",1.9,6,33.51,126.22,"제주"," 제주시 서쪽 29km 해역"
"902","2019-04-20 11:40",1.6,31,37.84,129.47,"강원"," 동해시 북동쪽 47km 해역"
"903","2019-04-20 15:22",1.7,10,35.64,127.48,"전북"," 장수군 서남서쪽 4km 지역"
"904","2019-04-20 20:23",0.8,12,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"905","2019-04-20 20:51",1,12,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"906","2019-04-20 21:09",1.2,15,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"907","2019-04-20 21:37",0.8,12,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"908","2019-04-20 21:54",1.1,12,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"909","2019-04-20 21:54",0.9,12,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"910","2019-04-20 23:40",0.7,13,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"911","2019-04-20 23:43",0.8,12,35.78,129.2,"경북"," 경주시 남남서쪽 7km 지역"
"912","2019-04-21 0:54",0.9,13,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"913","2019-04-21 1:15",0.7,11,36.23,127.23,"충남"," 논산시 동북동쪽 13km 지역"
"914","2019-04-21 1:31",0.8,11,36.23,127.23,"충남"," 논산시 동북동쪽 13km 지역"
"915","2019-04-21 2:14",0.8,13,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"916","2019-04-21 3:14",0.9,12,36.6,129.08,"경북"," 영양군 남남서쪽 8km 지역"
"917","2019-04-21 13:20",0.5,12,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"918","2019-04-21 23:15",0.8,16,36.45,127.84,"충북"," 보은군 동남동쪽 11km 지역"
"919","2019-04-22 1:27",1.7,22,36.87,129.78,"경북"," 울진군 동남동쪽 36km 해역"
"920","2019-04-22 3:40",0.8,13,36.6,129.07,"경북"," 영양군 남남서쪽 8km 지역"
"921","2019-04-22 5:49",1.3,20,36.86,129.78,"경북"," 울진군 동남동쪽 37km 해역"
"922","2019-04-22 6:18",1.1,16,36.19,128.65,"경북"," 군위군 남동쪽 9km 지역"
"923","2019-04-22 10:50",0.6,16,34.7,127.35,"전남"," 고흥군 북북동쪽 12km 지역"
"924","2019-04-22 20:44",1.7,9,36.11,129.36,"경북"," 포항시 북구 북쪽 8km 지역"
"925","2019-04-22 23:20",0.8,12,36.01,126.61,"충남"," 서천군 남서쪽 11km 해역"
"926","2019-04-23 2:22",1.5,7,36.14,129.37,"경북"," 포항시 북구 북쪽 11km 지역"
"927","2019-04-23 6:10",1,6,35,127.69,"전남"," 광양시 북쪽 7km 지역"
"928","2019-04-23 11:15",1.3,14,36.36,128.65,"경북"," 의성군 서쪽 4km 지역"
"929","2019-04-23 20:23",0.6,8,36.08,129.33,"경북"," 포항시 북구 북서쪽 5km 지역"
"930","2019-04-24 3:32",1.2,9,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"931","2019-04-25 1:25",1.7,8,33.24,126.53,"제주"," 서귀포시 서남서쪽 3km 지역"
"932","2019-04-25 12:28",1.9,0,37.91,129.61,"강원"," 동해시 북동쪽 61km 해역"
"933","2019-04-25 15:49",0.8,4,37.95,124.68,"인천"," 옹진군 백령도 남남동쪽 0km 지역"
"934","2019-04-26 4:41",1.8,13,38.65,127.17,"북한"," 강원 평강 북북서쪽 29km 지역"
"935","2019-04-26 10:43",1.6,5,37.26,128.71,"강원"," 정선군 남남동쪽 14km 지역"
"936","2019-04-27 10:48",1.9,6,36.97,126.55,"충남"," 당진시 북서쪽 12km 지역"
"937","2019-04-27 12:40",1.6,14,36.8,128.07,"경북"," 문경시 북북서쪽 26km 지역"
"938","2019-04-27 16:01",1.7,20,36.86,129.79,"경북"," 울진군 동남동쪽 38km 해역"
"939","2019-04-27 17:51",1.3,7,34.7,126.9,"전남"," 장흥군 북북서쪽 2km 지역"
"940","2019-04-28 0:04",1.2,14,36.3,126.49,"충남"," 보령시 서남서쪽 12km 해역"
"941","2019-04-28 18:21",1.9,32,37.85,129.47,"강원"," 동해시 북동쪽 48km 해역"
"942","2019-04-28 20:46",0.8,21,34.76,127.37,"전남"," 고흥군 북북동쪽 19km 지역"
"943","2019-04-29 0:22",1.1,12,35.63,128.14,"경남"," 합천군 북북서쪽 7km 지역"
"944","2019-04-29 1:09",0.8,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"945","2019-04-29 5:24",1.8,11,38.69,127.17,"북한"," 강원 평강 북북서쪽 33km 지역"
"946","2019-04-29 8:05",1.7,9,37.98,124.66,"인천"," 옹진군 백령도 북북서쪽 3km 해역"
"947","2019-04-29 13:43",0.5,6,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"948","2019-04-29 17:57",1.5,8,37.97,124.65,"인천"," 옹진군 백령도 북서쪽 3km 지역"
"949","2019-04-30 5:55",1.4,15,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
