"","시간","규모","진앙(km)","위도","경도","행정구역","시군구"
"1221","2019-07-29 1:31",1.8,24,38.26,129.61,"강원"," 강릉시 북동쪽 86km 해역"
"1222","2019-07-29 12:46",0.9,8,37.95,124.63,"인천"," 옹진군 백령도 서쪽 4km 지역"
"1223","2019-07-30 3:38",1.3,22,36.4,127.71,"충북"," 옥천군 북동쪽 16km 지역"
"1224","2019-07-30 12:52",1.2,14,36.8,128.17,"경북"," 문경시 북쪽 24km 지역"
"1225","2019-07-30 23:42",1.6,18,36.38,127.27,"충남"," 공주시 동남동쪽 15km 지역"
"1226","2019-08-01 5:09",1,13,36.26,127.78,"충북"," 영동군 북쪽 9km 지역"
"1227","2019-08-01 8:53",1.2,9,35.94,128.4,"경북"," 칠곡군 남쪽 6km 지역"
"1228","2019-08-01 9:17",1.1,9,35.94,128.39,"경북"," 칠곡군 남쪽 6km 지역"
"1229","2019-08-02 1:11",0.8,18,37.61,129.56,"강원"," 삼척시 동북동쪽 39km 해역"
"1230","2019-08-02 1:38",1.1,13,36.02,127.49,"충남"," 금산군 남쪽 10km 지역"
"1231","2019-08-02 3:11",1.4,0,38.76,125.72,"북한"," 황해북도 송림 동북동쪽 8km 지역"
"1232","2019-08-02 13:47",1.3,18,37.17,129.57,"경북"," 울진군 북동쪽 25km 해역"
"1233","2019-08-02 13:49",1.2,17,37.17,129.56,"경북"," 울진군 북동쪽 24km 해역"
"1234","2019-08-03 1:00",1,17,36.96,127.61,"충북"," 음성군 서북서쪽 7km 지역"
"1235","2019-08-04 1:22",1,10,35.61,126.66,"전북"," 부안군 남남서쪽 15km 지역"
"1236","2019-08-04 2:07",1.2,9,35.71,129.34,"경북"," 경주시 남동쪽 18km 지역"
"1237","2019-08-04 16:26",0.9,12,36.11,126.39,"충남"," 서천군 서쪽 27km 해역"
"1238","2019-08-04 17:16",1.3,10,35.72,129.35,"경북"," 경주시 남동쪽 18km 지역"
"1239","2019-08-04 17:16",0.8,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1240","2019-08-05 0:58",1.6,0,39.44,126.34,"북한"," 평안남도 성천 북북동쪽 25km 지역"
"1241","2019-08-05 13:15",0.9,11,38.12,128.71,"강원"," 양양군 동북동쪽 9km 해역"
"1242","2019-08-05 16:47",1.2,9,36.79,127.15,"충남"," 천안시 동남구 남쪽 2km 지역"
"1243","2019-08-05 22:38",1.1,14,36.47,128.26,"경북"," 상주시 북동쪽 11km 지역"
"1244","2019-08-05 23:45",1.3,8,35.89,127.33,"전북"," 완주군 동쪽 15km 지역"
"1245","2019-08-07 2:07",1.1,2,38.31,127.5,"북한"," 강원 평강 동남동쪽 22km 지역"
"1246","2019-08-07 2:34",1.2,0,37.19,129.06,"강원"," 삼척시 남남서쪽 30km 지역"
"1247","2019-08-07 13:09",0.9,4,36.13,129.37,"경북"," 포항시 북구 북쪽 10km 지역"
"1248","2019-08-07 18:37",1.3,12,36.23,127.67,"충북"," 옥천군 남동쪽 12km 지역"
"1249","2019-08-07 21:39",1.8,0,38.76,125.71,"북한"," 황해북도 송림 동북동쪽 7km 지역"
"1250","2019-08-08 4:42",1.4,11,36.97,124.98,"충남"," 태안군 서격렬비도 북서쪽 64km 해역"
"1251","2019-08-08 7:32",1.9,26,37.86,129.52,"강원"," 동해시 북동쪽 52km 해역"
"1252","2019-08-08 14:20",1.1,11,36.23,127.35,"대전"," 서구 남남서쪽 14km 지역"
"1253","2019-08-09 17:00",1.5,16,35.52,126.27,"전남"," 영광군 북서쪽 35km 해역"
"1254","2019-08-10 1:57",1.6,7,35.41,127.18,"전북"," 순창군 북동쪽 6km 지역"
"1255","2019-08-10 21:31",1.7,13,35.8,128.36,"경북"," 성주군 남남동쪽 15km 지역"
"1256","2019-08-12 19:09",1.3,9,36.63,127.65,"충북"," 청주시 상당구 동쪽 14km 지역"
"1257","2019-08-14 0:45",1,2,37.19,129.08,"강원"," 삼척시 남남서쪽 30km 지역"
"1258","2019-08-14 4:14",1.4,19,38.05,125.43,"북한"," 황해남도 옹진 북북동쪽 15km 지역"
"1259","2019-08-15 16:25",1.4,11,36.23,127.34,"대전"," 서구 남남서쪽 14km 지역"
"1260","2019-08-16 7:57",1.3,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1261","2019-08-16 16:50",1.8,11,38.69,127.17,"북한"," 강원 평강 북북서쪽 33km 지역"
"1262","2019-08-16 16:56",1.7,16,38.68,127.17,"북한"," 강원 평강 북북서쪽 32km 지역"
"1263","2019-08-16 17:05",1.8,17,38.66,127.16,"북한"," 강원 평강 북북서쪽 30km 지역"
"1264","2019-08-16 17:14",1.5,19,38.65,127.18,"북한"," 강원 평강 북북서쪽 28km 지역"
"1265","2019-08-17 1:22",1.4,15,35.92,126.66,"전북"," 군산시 남서쪽 9km 지역"
"1266","2019-08-17 2:16",1.9,0,33.71,128.2,"전남"," 여수시 거문도 동남동쪽 90km 해역"
"1267","2019-08-17 4:07",1.6,13,35.74,129.41,"경북"," 경주시 동남동쪽 21km 지역"
"1268","2019-08-17 16:52",1.1,8,37.96,124.63,"인천"," 옹진군 백령도 서쪽 4km 지역"
"1269","2019-08-17 17:14",0.9,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1270","2019-08-18 1:24",1.3,12,36.41,126.6,"충남"," 보령시 북쪽 9km 지역"
"1271","2019-08-18 3:24",1.5,4,35.34,128.69,"경남"," 창원시 의창구 북북동쪽 11km 지역"
"1272","2019-08-18 15:38",1.4,19,36.54,129.63,"경북"," 영덕군 동북동쪽 27km 해역"
"1273","2019-08-18 15:48",1.5,19,36.54,129.63,"경북"," 영덕군 동북동쪽 27km 해역"
"1274","2019-08-18 18:06",1.3,19,36.53,129.65,"경북"," 영덕군 동북동쪽 28km 해역"
"1275","2019-08-19 0:22",1.2,19,36.53,129.63,"경북"," 영덕군 동북동쪽 27km 해역"
"1276","2019-08-19 0:44",0.9,11,36.46,126.73,"충남"," 청양군 서쪽 6km 지역"
"1277","2019-08-19 19:22",1.2,13,36.36,127.47,"대전"," 동구 북북동쪽 6km 지역"
"1278","2019-08-19 20:21",1.2,12,35.74,129.41,"경북"," 경주시 동남동쪽 21km 지역"
"1279","2019-08-19 20:41",0.6,3,37.63,127.85,"강원"," 홍천군 남남서쪽 8km 지역"
"1280","2019-08-20 1:38",1.1,10,35.82,129.15,"경북"," 경주시 서남서쪽 6km 지역"
"1281","2019-08-20 3:54",1.3,16,36.32,128.6,"경북"," 의성군 서남서쪽 9km 지역"
"1282","2019-08-20 19:44",1.1,4,34.86,127.83,"경남"," 남해군 서북서쪽 6km 지역"
"1283","2019-08-21 13:28",1.3,17,34.78,126.3,"전남"," 목포시 서남서쪽 9km 지역"
"1284","2019-08-21 18:21",1.6,13,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"1285","2019-08-22 0:06",0.9,6,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1286","2019-08-22 2:37",1,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1287","2019-08-22 10:26",1.2,14,35.77,129.2,"경북"," 경주시 남쪽 8km 지역"
"1288","2019-08-22 10:33",1.8,16,35.48,129.54,"울산"," 동구 동남동쪽 12km 해역"
"1289","2019-08-22 21:07",1.5,12,35.78,129.19,"경북"," 경주시 남남서쪽 7km 지역"
"1290","2019-08-23 18:23",1.6,19,37.79,129.34,"강원"," 동해시 북동쪽 36km 해역"
"1291","2019-08-23 19:08",0.7,9,37.96,124.67,"인천"," 옹진군 백령도 북서쪽 1km 지역"
"1292","2019-08-23 19:21",1.2,7,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1293","2019-08-23 19:53",1.1,8,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1294","2019-08-23 20:01",0.8,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1295","2019-08-23 20:09",0.9,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1296","2019-08-23 20:27",0.6,7,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1297","2019-08-23 20:29",0.8,6,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1298","2019-08-23 20:32",0.7,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1299","2019-08-23 21:06",0.5,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1300","2019-08-23 21:24",1,11,37.98,124.61,"인천"," 옹진군 백령도 서북서쪽 7km 해역"
"1301","2019-08-23 21:25",0.8,11,37.97,124.63,"인천"," 옹진군 백령도 서북서쪽 5km 지역"
"1302","2019-08-23 21:32",1.2,10,37.97,124.61,"인천"," 옹진군 백령도 서북서쪽 6km 지역"
"1303","2019-08-23 21:43",1,8,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1304","2019-08-23 21:44",0.9,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1305","2019-08-23 21:48",1.3,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1306","2019-08-23 22:34",0.7,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1307","2019-08-23 22:39",0.8,9,37.97,124.63,"인천"," 옹진군 백령도 서북서쪽 5km 지역"
"1308","2019-08-23 22:40",0.5,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1309","2019-08-23 23:22",1.2,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1310","2019-08-24 1:28",0.8,11,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1311","2019-08-24 1:35",1.1,12,36.04,126.59,"충남"," 서천군 서남서쪽 10km 해역"
"1312","2019-08-24 1:35",0.7,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1313","2019-08-24 3:09",0.7,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1314","2019-08-24 3:11",1.6,10,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1315","2019-08-24 5:37",0.7,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1316","2019-08-24 7:47",1,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1317","2019-08-24 10:34",0.8,8,37.96,124.63,"인천"," 옹진군 백령도 서쪽 4km 지역"
"1318","2019-08-24 11:37",1.3,5,35.76,129.37,"경북"," 경주시 동남동쪽 16km 지역"
"1319","2019-08-24 19:38",1,12,36.41,126.6,"충남"," 보령시 북쪽 9km 지역"
"1320","2019-08-24 19:58",0.8,10,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1321","2019-08-24 20:48",0.6,12,36.41,126.6,"충남"," 보령시 북쪽 9km 지역"
"1322","2019-08-24 21:23",0.9,13,35.92,128.37,"경북"," 성주군 동쪽 8km 지역"
"1323","2019-08-24 21:31",0.7,11,36.41,126.6,"충남"," 보령시 북쪽 9km 지역"
"1324","2019-08-24 21:57",1.8,15,35.77,129.19,"경북"," 경주시 남남서쪽 8km 지역"
"1325","2019-08-24 22:18",0.7,11,36.41,126.6,"충남"," 보령시 북쪽 9km 지역"
"1326","2019-08-25 0:23",0.8,9,36.16,127.02,"충남"," 논산시 서남서쪽 8km 지역"
"1327","2019-08-25 0:23",1.1,8,36.16,127.02,"충남"," 논산시 서남서쪽 8km 지역"
"1328","2019-08-25 0:28",1.1,12,36.4,126.6,"충남"," 보령시 북쪽 7km 지역"
"1329","2019-08-25 0:51",1.1,18,35.82,129.66,"경북"," 포항시 남구 남동쪽 34km 해역"
"1330","2019-08-25 1:30",1.5,8,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1331","2019-08-25 6:28",1.1,7,35.72,127.25,"전북"," 완주군 남남동쪽 22km 지역"
"1332","2019-08-25 7:52",1.2,5,38.19,126.65,"북한"," 개성 북북동쪽 26km 지역"
"1333","2019-08-25 9:03",1.1,12,38.18,126.68,"북한"," 개성 북북동쪽 25km 지역"
"1334","2019-08-25 18:43",1.2,16,38.68,127.16,"북한"," 강원 평강 북북서쪽 32km 지역"
"1335","2019-08-25 19:34",1.2,7,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1336","2019-08-25 21:33",0.9,11,36.41,126.61,"충남"," 보령시 북쪽 9km 지역"
"1337","2019-08-26 3:42",1.2,10,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1338","2019-08-26 9:04",0.7,6,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1339","2019-08-27 2:01",1.4,10,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1340","2019-08-27 4:02",0.8,8,37.97,124.63,"인천"," 옹진군 백령도 서북서쪽 5km 지역"
"1341","2019-08-27 11:52",1.6,18,36.38,127.26,"충남"," 공주시 동남동쪽 15km 지역"
"1342","2019-08-27 15:05",1.6,12,36.41,126.61,"충남"," 보령시 북쪽 9km 지역"
"1343","2019-08-27 15:57",1.3,12,36.46,127.98,"경북"," 상주시 서북서쪽 17km 지역"
"1344","2019-08-28 1:09",0.9,9,37.97,124.63,"인천"," 옹진군 백령도 서북서쪽 5km 지역"
"1345","2019-08-28 2:13",1.3,8,37.06,128.02,"충북"," 충주시 북동쪽 11km 지역"
"1346","2019-08-28 11:15",1.8,14,36.07,127.15,"전북"," 완주군 북쪽 18km 지역"
"1347","2019-08-28 13:07",1.7,9,36.05,129.21,"경북"," 포항시 북구 서쪽 14km 지역"
"1348","2019-08-29 23:17",1.5,11,36.35,127.33,"대전"," 유성구 서남서쪽 3km 지역"
"1349","2019-08-30 2:04",1.4,8,34.89,128.6,"경남"," 거제시 서북서쪽 2km 지역"
"1350","2019-08-30 3:01",1.4,8,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1351","2019-08-30 3:02",1.1,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1352","2019-08-30 11:02",1.9,11,38.4,126.01,"북한"," 황해북도 사리원 동남동쪽 25km 지역"
"1353","2019-08-30 17:34",1.1,7,35.93,128.89,"경북"," 영천시 남서쪽 7km 지역"
"1354","2019-08-30 21:27",1.4,0,36.34,125.71,"전북"," 군산시 어청도 북서쪽 33km 해역"
"1355","2019-08-31 0:29",1.6,4,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1356","2019-08-31 1:21",1.4,21,35.99,129.72,"경북"," 포항시 북구 동쪽 32km 해역"
"1357","2019-08-31 17:10",0.9,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1358","2019-08-31 18:57",1.9,0,39.57,126.62,"북한"," 함경남도 요덕 서남서쪽 21km 지역"
"1359","2019-08-31 19:53",1.2,12,38.04,128.8,"강원"," 양양군 동남동쪽 16km 해역"
"1360","2019-09-01 2:34",1,12,36.08,128.64,"경북"," 군위군 남남동쪽 19km 지역"
"1361","2019-09-01 6:53",1,9,37.97,124.59,"인천"," 옹진군 백령도 서북서쪽 8km 해역"
"1362","2019-09-01 7:43",1.1,10,36.37,127.23,"충남"," 공주시 남동쪽 13km 지역"
"1363","2019-09-01 8:04",1,6,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1364","2019-09-01 15:41",1.8,19,33.37,127.16,"제주"," 서귀포시 동북동쪽 57km 해역"
"1365","2019-09-02 3:55",1.1,13,35.31,129.24,"부산"," 기장군 북북동쪽 7km 지역"
"1366","2019-09-02 9:05",1.8,19,35.99,129.7,"경북"," 포항시 북구 동쪽 31km 해역"
"1367","2019-09-02 18:27",1.7,21,34.69,127.18,"전남"," 보성군 남동쪽 13km 해역"
"1368","2019-09-02 23:43",1.6,21,36.25,130.01,"경북"," 영덕군 동남동쪽 61km 해역"
"1369","2019-09-03 6:19",1.7,19,36.25,130.02,"경북"," 영덕군 동남동쪽 61km 해역"
"1370","2019-09-03 20:26",0.5,8,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1371","2019-09-03 22:42",1.6,9,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1372","2019-09-04 23:05",1.3,12,36.25,127.91,"충북"," 영동군 북동쪽 14km 지역"
"1373","2019-09-05 8:07",1.3,0,37.19,129.08,"강원"," 삼척시 남남서쪽 30km 지역"
"1374","2019-09-05 11:58",1.2,6,36.08,128.09,"경북"," 김천시 남남서쪽 7km 지역"
"1375","2019-09-05 16:06",1.3,12,37.06,128.16,"충북"," 제천시 남남서쪽 9km 지역"
"1376","2019-09-05 18:24",1.9,10,37.97,124.63,"인천"," 옹진군 백령도 서북서쪽 5km 지역"
"1377","2019-09-05 20:32",1.3,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1378","2019-09-07 12:11",1.9,9,35.74,129.15,"경북"," 경주시 남남서쪽 12km 지역"
"1379","2019-09-07 20:17",1.5,20,33.67,127.26,"전남"," 여수시 거문도 남쪽 40km 해역"
"1380","2019-09-07 21:30",1.9,14,35.76,129.2,"경북"," 경주시 남쪽 9km 지역"
"1381","2019-09-08 3:41",1.9,19,35.61,129.79,"울산"," 동구 동북동쪽 36km 해역"
"1382","2019-09-08 6:13",1.8,20,35.61,129.78,"울산"," 동구 동북동쪽 35km 해역"
"1383","2019-09-08 20:50",1.5,13,35.78,129.17,"경북"," 경주시 남남서쪽 8km 지역"
"1384","2019-09-09 3:44",1,8,35.73,129.28,"경북"," 경주시 남남동쪽 13km 지역"
"1385","2019-09-09 9:04",1.6,19,35.61,129.78,"울산"," 동구 동북동쪽 35km 해역"
"1386","2019-09-09 9:52",1.8,14,35.77,129.2,"경북"," 경주시 남쪽 8km 지역"
"1387","2019-09-09 22:39",1.4,12,35.76,129.4,"경북"," 경주시 동남동쪽 19km 지역"
"1388","2019-09-09 23:57",1.5,11,35.75,129.38,"경북"," 경주시 동남동쪽 18km 지역"
"1389","2019-09-10 0:17",1.5,20,35.61,129.78,"울산"," 동구 동북동쪽 35km 해역"
"1390","2019-09-10 0:30",1.4,13,35.76,129.38,"경북"," 경주시 동남동쪽 17km 지역"
"1391","2019-09-10 16:22",1.5,12,36.38,127.01,"충남"," 공주시 남서쪽 12km 지역"
"1392","2019-09-10 19:16",1.6,14,35.78,129.37,"경북"," 경주시 동남동쪽 15km 지역"
"1393","2019-09-11 5:01",1.1,7,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1394","2019-09-11 8:19",1.8,17,36.28,126.91,"충남"," 부여군 북쪽 0km 지역"
"1395","2019-09-11 20:28",1,12,36.74,127.9,"충북"," 괴산군 남동쪽 13km 지역"
"1396","2019-09-12 11:16",0.8,4,38.35,128.07,"북한"," 강원 회양 남동쪽 57km 지역"
"1397","2019-09-12 15:09",0.9,9,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1398","2019-09-13 0:26",1.1,11,36.81,127.73,"충북"," 괴산군 서쪽 5km 지역"
"1399","2019-09-13 10:13",1.4,6,36.07,129.32,"경북"," 포항시 북구 북서쪽 5km 지역"
"1400","2019-09-13 19:20",1.6,24,35.28,126.61,"전남"," 영광군 동쪽 9km 지역"
"1401","2019-09-13 23:08",1.5,10,33.52,126.89,"제주"," 제주시 동쪽 33km 지역"
"1402","2019-09-14 3:48",1.2,8,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1403","2019-09-14 5:23",1.3,5,36.06,127.29,"전북"," 완주군 북동쪽 21km 지역"
"1404","2019-09-14 13:03",1.7,14,37.55,129.19,"강원"," 동해시 동북동쪽 7km 해역"
"1405","2019-09-15 0:01",1.5,5,35.18,126.7,"광주"," 광산구 서북서쪽 10km 지역"
"1406","2019-09-15 9:24",0.4,6,36.34,127.25,"충남"," 공주시 남동쪽 17km 지역"
"1407","2019-09-15 10:03",1,9,36.21,126.92,"충남"," 부여군 남쪽 7km 지역"
"1408","2019-09-15 13:00",1.7,0,39.32,126.17,"북한"," 평안남도 성천 북북서쪽 9km 지역"
"1409","2019-09-16 2:56",1.7,17,36.54,129.55,"경북"," 영덕군 북동쪽 22km 해역"
"1410","2019-09-16 5:22",1.5,12,36.2,129.54,"경북"," 포항시 북구 북동쪽 24km 해역"
"1411","2019-09-16 18:16",1.8,0,39.31,126.26,"북한"," 평안남도 성천 북북동쪽 9km 지역"
"1412","2019-09-16 22:36",1.9,19,34.82,127.08,"전남"," 보성군 북쪽 5km 지역"
"1413","2019-09-17 3:38",1,6,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1414","2019-09-17 3:47",1.3,15,37.49,129.13,"강원"," 동해시 남남동쪽 4km 해역"
"1415","2019-09-18 0:55",1.3,8,38.13,127.09,"경기"," 연천군 북북동쪽 4km 지역"
"1416","2019-09-18 3:40",1.6,18,36.52,129.64,"경북"," 영덕군 동북동쪽 27km 해역"
"1417","2019-09-18 17:06",1.9,28,35.77,129.99,"울산"," 동구 동북동쪽 60km 해역"
"1418","2019-09-19 4:34",1.6,10,34.98,127.38,"전남"," 순천시 서북서쪽 10km 지역"
"1419","2019-09-20 2:43",1.3,10,38.69,127.17,"북한"," 강원 평강 북북서쪽 33km 지역"
"1420","2019-09-20 5:17",1.4,8,36.5,127.94,"경북"," 상주시 서북서쪽 22km 지역"
"1421","2019-09-20 23:13",1.5,16,35.81,129.38,"경북"," 경주시 동남동쪽 15km 지역"
"1422","2019-09-21 14:35",1.7,15,36.54,128.75,"경북"," 안동시 남남동쪽 4km 지역"
"1423","2019-09-21 15:13",1.7,16,38.71,127.15,"북한"," 강원 평강 북북서쪽 35km 지역"
"1424","2019-09-21 15:16",1.7,15,38.79,127.13,"북한"," 강원 회양 서북서쪽 42km 지역"
"1425","2019-09-23 12:53",1.8,12,36.35,127.2,"충남"," 공주시 남동쪽 13km 지역"
"1426","2019-09-23 21:01",1.3,8,37.97,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 해역"
"1427","2019-09-24 17:51",1.5,13,35.98,128.48,"경북"," 칠곡군 동남동쪽 7km 지역"
"1428","2019-09-24 22:48",1.7,12,33.65,125.45,"제주"," 제주시 서쪽 102km 해역"
"1429","2019-09-25 4:14",0.8,9,36.64,128.56,"경북"," 예천군 동남동쪽 10km 지역"
"1430","2019-09-25 8:14",1.5,10,36.03,128.87,"경북"," 영천시 북서쪽 9km 지역"
"1431","2019-09-25 8:37",1.1,15,35.11,127.42,"전남"," 순천시 북북서쪽 19km 지역"
"1432","2019-09-25 10:47",1.9,3,37.2,129.08,"강원"," 삼척시 남남서쪽 29km 지역"
"1433","2019-09-25 11:37",0.8,4,37.2,128.83,"강원"," 정선군 남동쪽 25km 지역"
"1434","2019-09-25 12:45",1,12,36.38,127.36,"대전"," 유성구 북쪽 2km 지역"
"1435","2019-09-26 4:58",1.2,7,38.13,127.1,"경기"," 연천군 북북동쪽 4km 지역"
"1436","2019-09-26 11:04",1.3,7,36.62,128.19,"경북"," 문경시 북쪽 4km 지역"
"1437","2019-09-26 15:25",1.2,6,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1438","2019-09-27 2:42",1,0,38.82,127.36,"북한"," 강원 회양 서북서쪽 25km 지역"
"1439","2019-09-27 7:02",1,4,36.51,127.79,"충북"," 보은군 동북동쪽 6km 지역"
"1440","2019-09-29 0:24",0.8,13,35.73,129.39,"경북"," 경주시 남동쪽 20km 지역"
"1441","2019-09-29 2:40",1,14,37.28,129.07,"강원"," 삼척시 남남서쪽 21km 지역"
"1442","2019-09-30 2:55",1,13,35.73,129.41,"경북"," 경주시 남동쪽 21km 지역"
"1443","2019-09-30 7:39",1.3,13,34.59,128.81,"경남"," 거제시 남남동쪽 37km 해역"
"1444","2019-09-30 8:27",1.9,25,33.42,126.2,"제주"," 제주시 서남서쪽 32km 해역"
"1445","2019-09-30 12:00",1.7,15,38.73,127.31,"북한"," 강원 회양 서쪽 25km 지역"
"1446","2019-09-30 23:11",0.9,17,35.77,129.51,"울산"," 북구 북북동쪽 25km 해역"
"1447","2019-10-01 5:48",1.8,19,39.1,129.07,"북한"," 강원 회양 동북동쪽 134km 해역"
"1448","2019-10-02 16:36",1.7,6,36.58,129.12,"경북"," 영양군 남쪽 10km 지역"
"1449","2019-10-03 9:47",1.5,14,35.76,129.18,"경북"," 경주시 남남서쪽 9km 지역"
"1450","2019-10-04 6:32",1.3,12,38.2,128.66,"강원"," 속초시 동쪽 6km 해역"
"1451","2019-10-04 11:44",1.3,5,36.14,127.6,"충북"," 영동군 서남서쪽 17km 지역"
"1452","2019-10-04 15:55",1.6,11,36.19,127.35,"충남"," 금산군 북서쪽 15km 지역"
"1453","2019-10-05 21:04",1.3,13,34.94,127.7,"전남"," 광양시 동남동쪽 0km 지역"
"1454","2019-10-06 9:01",1.5,23,34.92,127.44,"전남"," 순천시 남서쪽 5km 지역"
"1455","2019-10-06 10:01",1.7,23,34.92,127.44,"전남"," 순천시 남서쪽 5km 지역"
"1456","2019-10-06 13:04",1.6,23,34.92,127.44,"전남"," 순천시 남서쪽 5km 지역"
"1457","2019-10-06 15:01",1.7,23,34.93,127.45,"전남"," 순천시 남서쪽 4km 지역"
"1458","2019-10-06 15:57",0.9,8,38.13,127.1,"경기"," 연천군 북북동쪽 4km 지역"
"1459","2019-10-06 16:19",1.6,22,34.92,127.44,"전남"," 순천시 남서쪽 5km 지역"
"1460","2019-10-07 2:53",0.7,6,35.21,126.94,"광주"," 북구 북북동쪽 5km 지역"
"1461","2019-10-07 3:08",1.4,23,34.92,127.44,"전남"," 순천시 남서쪽 5km 지역"
"1462","2019-10-07 9:50",1.4,8,37.14,128.76,"강원"," 영월군 동쪽 27km 지역"
"1463","2019-10-07 12:30",1.2,10,36.62,128.64,"경북"," 안동시 북서쪽 10km 지역"
"1464","2019-10-07 14:08",0.8,0,38.48,128.09,"북한"," 강원 회양 동남동쪽 49km 지역"
"1465","2019-10-09 17:33",1,10,36.02,127.48,"충남"," 금산군 남쪽 10km 지역"
"1466","2019-10-09 17:49",1.5,17,36.26,127.52,"충북"," 옥천군 남서쪽 7km 지역"
"1467","2019-10-10 11:11",1,3,36.14,127.6,"충북"," 영동군 서남서쪽 17km 지역"
"1468","2019-10-11 0:51",0.8,6,36.46,128.85,"경북"," 안동시 남동쪽 16km 지역"
"1469","2019-10-11 3:17",1.2,18,36.97,125.84,"충남"," 태안군 서북서쪽 48km 해역"
"1470","2019-10-11 23:42",1.7,7,34.95,127.86,"경남"," 하동군 남동쪽 16km 지역"
"1471","2019-10-12 0:59",1.6,11,36.23,127.66,"충북"," 옥천군 남동쪽 12km 지역"
"1472","2019-10-12 8:32",1.6,3,36.14,127.6,"충북"," 영동군 서남서쪽 17km 지역"
"1473","2019-10-12 15:20",1.8,9,37.96,124.64,"인천"," 옹진군 백령도 서북서쪽 4km 지역"
"1474","2019-10-12 18:40",1.4,6,36.46,128.84,"경북"," 안동시 남동쪽 16km 지역"
"1475","2019-10-12 19:34",1.8,12,36.24,127.67,"충북"," 옥천군 남동쪽 12km 지역"
"1476","2019-10-13 9:02",1.7,22,35.53,125.66,"전북"," 군산시 어청도 남남서쪽 72km 해역"
"1477","2019-10-13 17:40",1.9,19,36.53,129.65,"경북"," 영덕군 동북동쪽 28km 해역"
"1478","2019-10-13 20:10",1.9,21,36.53,129.64,"경북"," 영덕군 동북동쪽 28km 해역"
"1479","2019-10-14 9:54",1.9,20,36.53,129.65,"경북"," 영덕군 동북동쪽 28km 해역"
